bird_name,count,Year,Transect,Temp,ObservCond,Bay
Red-breasted Merganser,0,1999,129,2.4,Excellent,Uyak
Red-necked Grebe,0,1999,129,2.4,Excellent,Uyak
Surf Scoter,0,1999,129,2.4,Excellent,Uyak
White-winged Scoter,0,1999,129,2.4,Excellent,Uyak
Barrow's Goldeneye,0,2000,129,2.6,Excellent,Uyak
Black Scoter,0,2000,129,2.6,Excellent,Uyak
Common Merganser,0,2000,129,2.6,Excellent,Uyak
Common Murre,70,2000,129,2.6,Excellent,Uyak
Cormorant,3,2000,129,2.6,Excellent,Uyak
Harlequin Duck,0,2000,129,2.6,Excellent,Uyak
Horned Grebe,0,2000,129,2.6,Excellent,Uyak
Loon,5,2000,129,2.6,Excellent,Uyak
Marbled Murrelet,19,2000,129,2.6,Excellent,Uyak
Long-tailed Duck,0,2000,129,2.6,Excellent,Uyak
Pigeon Guillemot,1,2000,129,2.6,Excellent,Uyak
Red-breasted Merganser,0,2000,129,2.6,Excellent,Uyak
Red-necked Grebe,0,2000,129,2.6,Excellent,Uyak
Surf Scoter,0,2000,129,2.6,Excellent,Uyak
White-winged Scoter,8,2000,129,2.6,Excellent,Uyak
Barrow's Goldeneye,0,2001,129,4.1,Good,Uyak
Black Scoter,0,2001,129,4.1,Good,Uyak
Common Merganser,0,2001,129,4.1,Good,Uyak
Common Murre,11,2001,129,4.1,Good,Uyak
Cormorant,0,2001,129,4.1,Good,Uyak
Harlequin Duck,0,2001,129,4.1,Good,Uyak
Horned Grebe,0,2001,129,4.1,Good,Uyak
Loon,0,2001,129,4.1,Good,Uyak
Marbled Murrelet,0,2001,129,4.1,Good,Uyak
Long-tailed Duck,0,2001,129,4.1,Good,Uyak
Pigeon Guillemot,3,2001,129,4.1,Good,Uyak
Red-breasted Merganser,0,2001,129,4.1,Good,Uyak
Red-necked Grebe,0,2001,129,4.1,Good,Uyak
Surf Scoter,0,2001,129,4.1,Good,Uyak
White-winged Scoter,0,2001,129,4.1,Good,Uyak
Barrow's Goldeneye,0,2002,129,3.55,Excellent,Uyak
Black Scoter,0,2002,129,3.55,Excellent,Uyak
Common Merganser,0,2002,129,3.55,Excellent,Uyak
Common Murre,14,2002,129,3.55,Excellent,Uyak
Cormorant,0,2002,129,3.55,Excellent,Uyak
Harlequin Duck,0,2002,129,3.55,Excellent,Uyak
Horned Grebe,0,2002,129,3.55,Excellent,Uyak
Loon,0,2002,129,3.55,Excellent,Uyak
Marbled Murrelet,0,2002,129,3.55,Excellent,Uyak
Long-tailed Duck,13,2002,129,3.55,Excellent,Uyak
Pigeon Guillemot,0,2002,129,3.55,Excellent,Uyak
Red-breasted Merganser,0,2002,129,3.55,Excellent,Uyak
Red-necked Grebe,0,2002,129,3.55,Excellent,Uyak
Surf Scoter,0,2002,129,3.55,Excellent,Uyak
White-winged Scoter,0,2002,129,3.55,Excellent,Uyak
Barrow's Goldeneye,0,2003,129,4.8,Excellent,Uyak
Black Scoter,0,2003,129,4.8,Excellent,Uyak
Common Merganser,0,2003,129,4.8,Excellent,Uyak
Common Murre,29,2003,129,4.8,Excellent,Uyak
Cormorant,4,2003,129,4.8,Excellent,Uyak
Harlequin Duck,0,2003,129,4.8,Excellent,Uyak
Horned Grebe,0,2003,129,4.8,Excellent,Uyak
Loon,21,2003,129,4.8,Excellent,Uyak
Marbled Murrelet,3,2003,129,4.8,Excellent,Uyak
Long-tailed Duck,34,2003,129,4.8,Excellent,Uyak
Pigeon Guillemot,0,2003,129,4.8,Excellent,Uyak
Red-breasted Merganser,0,2003,129,4.8,Excellent,Uyak
Red-necked Grebe,0,2003,129,4.8,Excellent,Uyak
Surf Scoter,0,2003,129,4.8,Excellent,Uyak
White-winged Scoter,23,2003,129,4.8,Excellent,Uyak
Barrow's Goldeneye,0,2004,129,4.4,Excellent,Uyak
Black Scoter,0,2004,129,4.4,Excellent,Uyak
Common Merganser,0,2004,129,4.4,Excellent,Uyak
Common Murre,128,2004,129,4.4,Excellent,Uyak
Harlequin Duck,0,2004,129,4.4,Excellent,Uyak
Horned Grebe,0,2004,129,4.4,Excellent,Uyak
Loon,1,2004,129,4.4,Excellent,Uyak
Marbled Murrelet,28,2004,129,4.4,Excellent,Uyak
Long-tailed Duck,0,2004,129,4.4,Excellent,Uyak
Pigeon Guillemot,0,2004,129,4.4,Excellent,Uyak
Red-breasted Merganser,0,2004,129,4.4,Excellent,Uyak
Red-necked Grebe,1,2004,129,4.4,Excellent,Uyak
Surf Scoter,0,2004,129,4.4,Excellent,Uyak
White-winged Scoter,0,2004,129,4.4,Excellent,Uyak
Barrow's Goldeneye,0,2005,129,4.6,Excellent,Uyak
Black Scoter,0,2005,129,4.6,Excellent,Uyak
Common Merganser,0,2005,129,4.6,Excellent,Uyak
Common Murre,33,2005,129,4.6,Excellent,Uyak
Harlequin Duck,0,2005,129,4.6,Excellent,Uyak
Horned Grebe,0,2005,129,4.6,Excellent,Uyak
Marbled Murrelet,1,2005,129,4.6,Excellent,Uyak
Long-tailed Duck,0,2005,129,4.6,Excellent,Uyak
Pigeon Guillemot,0,2005,129,4.6,Excellent,Uyak
Red-breasted Merganser,0,2005,129,4.6,Excellent,Uyak
Red-necked Grebe,0,2005,129,4.6,Excellent,Uyak
Surf Scoter,0,2005,129,4.6,Excellent,Uyak
White-winged Scoter,0,2005,129,4.6,Excellent,Uyak
Barrow's Goldeneye,0,1986,130,4.8,Excellent,Uyak
Black Scoter,0,1986,130,4.8,Excellent,Uyak
Common Merganser,0,1986,130,4.8,Excellent,Uyak
Common Murre,42,1986,130,4.8,Excellent,Uyak
Cormorant,0,1986,130,4.8,Excellent,Uyak
Harlequin Duck,0,1986,130,4.8,Excellent,Uyak
Horned Grebe,0,1986,130,4.8,Excellent,Uyak
Loon,0,1986,130,4.8,Excellent,Uyak
Marbled Murrelet,2,1986,130,4.8,Excellent,Uyak
Long-tailed Duck,0,1986,130,4.8,Excellent,Uyak
Pigeon Guillemot,0,1986,130,4.8,Excellent,Uyak
Red-breasted Merganser,0,1986,130,4.8,Excellent,Uyak
Red-necked Grebe,0,1986,130,4.8,Excellent,Uyak
Surf Scoter,0,1986,130,4.8,Excellent,Uyak
White-winged Scoter,0,1986,130,4.8,Excellent,Uyak
Barrow's Goldeneye,0,1987,130,4.8,Excellent,Uyak
Black Scoter,0,1987,130,4.8,Excellent,Uyak
Common Merganser,0,1987,130,4.8,Excellent,Uyak
Common Murre,12,1987,130,4.8,Excellent,Uyak
Cormorant,0,1987,130,4.8,Excellent,Uyak
Harlequin Duck,0,1987,130,4.8,Excellent,Uyak
Horned Grebe,0,1987,130,4.8,Excellent,Uyak
Loon,0,1987,130,4.8,Excellent,Uyak
Marbled Murrelet,4,1987,130,4.8,Excellent,Uyak
Long-tailed Duck,0,1987,130,4.8,Excellent,Uyak
Pigeon Guillemot,0,1987,130,4.8,Excellent,Uyak
Red-breasted Merganser,0,1987,130,4.8,Excellent,Uyak
Red-necked Grebe,0,1987,130,4.8,Excellent,Uyak
Surf Scoter,0,1987,130,4.8,Excellent,Uyak
White-winged Scoter,0,1987,130,4.8,Excellent,Uyak
Barrow's Goldeneye,0,1988,130,4.5,Average,Uyak
Black Scoter,0,1988,130,4.5,Average,Uyak
Common Merganser,0,1988,130,4.5,Average,Uyak
Common Murre,9,1988,130,4.5,Average,Uyak
Cormorant,0,1988,130,4.5,Average,Uyak
Harlequin Duck,0,1988,130,4.5,Average,Uyak
Horned Grebe,0,1988,130,4.5,Average,Uyak
Loon,0,1988,130,4.5,Average,Uyak
Marbled Murrelet,0,1988,130,4.5,Average,Uyak
Long-tailed Duck,0,1988,130,4.5,Average,Uyak
Pigeon Guillemot,0,1988,130,4.5,Average,Uyak
Red-breasted Merganser,0,1988,130,4.5,Average,Uyak
Red-necked Grebe,0,1988,130,4.5,Average,Uyak
Surf Scoter,0,1988,130,4.5,Average,Uyak
White-winged Scoter,0,1988,130,4.5,Average,Uyak
Barrow's Goldeneye,0,1989,130,2.7,Good,Uyak
Black Scoter,0,1989,130,2.7,Good,Uyak
Common Merganser,0,1989,130,2.7,Good,Uyak
Common Murre,9,1989,130,2.7,Good,Uyak
Cormorant,0,1989,130,2.7,Good,Uyak
Harlequin Duck,0,1989,130,2.7,Good,Uyak
Horned Grebe,0,1989,130,2.7,Good,Uyak
Loon,2,1989,130,2.7,Good,Uyak
Marbled Murrelet,1,1989,130,2.7,Good,Uyak
Long-tailed Duck,30,1989,130,2.7,Good,Uyak
Pigeon Guillemot,0,1989,130,2.7,Good,Uyak
Red-breasted Merganser,0,1989,130,2.7,Good,Uyak
Red-necked Grebe,0,1989,130,2.7,Good,Uyak
Surf Scoter,0,1989,130,2.7,Good,Uyak
White-winged Scoter,0,1989,130,2.7,Good,Uyak
Barrow's Goldeneye,0,1990,130,2.1,Good,Uyak
Black Scoter,0,1990,130,2.1,Good,Uyak
Common Merganser,0,1990,130,2.1,Good,Uyak
Common Murre,114,1990,130,2.1,Good,Uyak
Cormorant,3,1990,130,2.1,Good,Uyak
Harlequin Duck,0,1990,130,2.1,Good,Uyak
Horned Grebe,0,1990,130,2.1,Good,Uyak
Loon,3,1990,130,2.1,Good,Uyak
Marbled Murrelet,0,1990,130,2.1,Good,Uyak
Long-tailed Duck,0,1990,130,2.1,Good,Uyak
Pigeon Guillemot,0,1990,130,2.1,Good,Uyak
Red-breasted Merganser,0,1990,130,2.1,Good,Uyak
Red-necked Grebe,0,1990,130,2.1,Good,Uyak
Surf Scoter,0,1990,130,2.1,Good,Uyak
White-winged Scoter,0,1990,130,2.1,Good,Uyak
Barrow's Goldeneye,0,1991,130,2.5,Good,Uyak
Black Scoter,0,1991,130,2.5,Good,Uyak
Common Merganser,0,1991,130,2.5,Good,Uyak
Common Murre,4,1991,130,2.5,Good,Uyak
Cormorant,0,1991,130,2.5,Good,Uyak
Harlequin Duck,0,1991,130,2.5,Good,Uyak
Horned Grebe,0,1991,130,2.5,Good,Uyak
Loon,0,1991,130,2.5,Good,Uyak
Marbled Murrelet,0,1991,130,2.5,Good,Uyak
Long-tailed Duck,1,1991,130,2.5,Good,Uyak
Pigeon Guillemot,0,1991,130,2.5,Good,Uyak
Red-breasted Merganser,0,1991,130,2.5,Good,Uyak
Red-necked Grebe,0,1991,130,2.5,Good,Uyak
Surf Scoter,0,1991,130,2.5,Good,Uyak
White-winged Scoter,0,1991,130,2.5,Good,Uyak
Barrow's Goldeneye,0,1992,130,3.5,Good,Uyak
Black Scoter,0,1992,130,3.5,Good,Uyak
Common Merganser,0,1992,130,3.5,Good,Uyak
Common Murre,8,1992,130,3.5,Good,Uyak
Cormorant,0,1992,130,3.5,Good,Uyak
Harlequin Duck,0,1992,130,3.5,Good,Uyak
Horned Grebe,0,1992,130,3.5,Good,Uyak
Loon,0,1992,130,3.5,Good,Uyak
Marbled Murrelet,7,1992,130,3.5,Good,Uyak
Long-tailed Duck,0,1992,130,3.5,Good,Uyak
Pigeon Guillemot,0,1992,130,3.5,Good,Uyak
Red-breasted Merganser,0,1992,130,3.5,Good,Uyak
Red-necked Grebe,0,1992,130,3.5,Good,Uyak
Surf Scoter,0,1992,130,3.5,Good,Uyak
White-winged Scoter,0,1992,130,3.5,Good,Uyak
Barrow's Goldeneye,0,1993,130,3,Good,Uyak
Black Scoter,0,1993,130,3,Good,Uyak
Common Merganser,0,1993,130,3,Good,Uyak
Common Murre,59,1993,130,3,Good,Uyak
Cormorant,0,1993,130,3,Good,Uyak
Harlequin Duck,0,1993,130,3,Good,Uyak
Horned Grebe,0,1993,130,3,Good,Uyak
Loon,0,1993,130,3,Good,Uyak
Marbled Murrelet,9,1993,130,3,Good,Uyak
Long-tailed Duck,230,1993,130,3,Good,Uyak
Pigeon Guillemot,0,1993,130,3,Good,Uyak
Red-breasted Merganser,0,1993,130,3,Good,Uyak
Red-necked Grebe,0,1993,130,3,Good,Uyak
Surf Scoter,0,1993,130,3,Good,Uyak
White-winged Scoter,4,1993,130,3,Good,Uyak
Barrow's Goldeneye,0,1994,130,3,Good,Uyak
Black Scoter,0,1994,130,3,Good,Uyak
Common Merganser,0,1994,130,3,Good,Uyak
Common Murre,19,1994,130,3,Good,Uyak
Cormorant,0,1994,130,3,Good,Uyak
Harlequin Duck,0,1994,130,3,Good,Uyak
Horned Grebe,0,1994,130,3,Good,Uyak
Loon,0,1994,130,3,Good,Uyak
Marbled Murrelet,2,1994,130,3,Good,Uyak
Long-tailed Duck,1,1994,130,3,Good,Uyak
Pigeon Guillemot,0,1994,130,3,Good,Uyak
Red-breasted Merganser,0,1994,130,3,Good,Uyak
Red-necked Grebe,0,1994,130,3,Good,Uyak
Surf Scoter,0,1994,130,3,Good,Uyak
White-winged Scoter,0,1994,130,3,Good,Uyak
Barrow's Goldeneye,0,1995,130,3,Excellent,Uyak
Black Scoter,0,1995,130,3,Excellent,Uyak
Common Merganser,0,1995,130,3,Excellent,Uyak
Common Murre,47,1995,130,3,Excellent,Uyak
Cormorant,0,1995,130,3,Excellent,Uyak
Harlequin Duck,0,1995,130,3,Excellent,Uyak
Horned Grebe,0,1995,130,3,Excellent,Uyak
Loon,1,1995,130,3,Excellent,Uyak
Marbled Murrelet,4,1995,130,3,Excellent,Uyak
Long-tailed Duck,0,1995,130,3,Excellent,Uyak
Pigeon Guillemot,0,1995,130,3,Excellent,Uyak
Red-breasted Merganser,0,1995,130,3,Excellent,Uyak
Red-necked Grebe,0,1995,130,3,Excellent,Uyak
Surf Scoter,0,1995,130,3,Excellent,Uyak
White-winged Scoter,0,1995,130,3,Excellent,Uyak
Barrow's Goldeneye,0,1996,130,3.5,Good,Uyak
Black Scoter,0,1996,130,3.5,Good,Uyak
Common Merganser,0,1996,130,3.5,Good,Uyak
Common Murre,24,1996,130,3.5,Good,Uyak
Cormorant,1,1996,130,3.5,Good,Uyak
Harlequin Duck,0,1996,130,3.5,Good,Uyak
Horned Grebe,0,1996,130,3.5,Good,Uyak
Loon,0,1996,130,3.5,Good,Uyak
Marbled Murrelet,0,1996,130,3.5,Good,Uyak
Long-tailed Duck,0,1996,130,3.5,Good,Uyak
Pigeon Guillemot,0,1996,130,3.5,Good,Uyak
Red-breasted Merganser,0,1996,130,3.5,Good,Uyak
Red-necked Grebe,0,1996,130,3.5,Good,Uyak
Surf Scoter,0,1996,130,3.5,Good,Uyak
White-winged Scoter,0,1996,130,3.5,Good,Uyak
Barrow's Goldeneye,0,1997,130,3,Excellent,Uyak
Black Scoter,0,1997,130,3,Excellent,Uyak
Common Merganser,0,1997,130,3,Excellent,Uyak
Common Murre,10,1997,130,3,Excellent,Uyak
Cormorant,0,1997,130,3,Excellent,Uyak
Harlequin Duck,0,1997,130,3,Excellent,Uyak
Horned Grebe,0,1997,130,3,Excellent,Uyak
Loon,0,1997,130,3,Excellent,Uyak
Marbled Murrelet,7,1997,130,3,Excellent,Uyak
Long-tailed Duck,0,1997,130,3,Excellent,Uyak
Pigeon Guillemot,0,1997,130,3,Excellent,Uyak
Red-breasted Merganser,0,1997,130,3,Excellent,Uyak
Red-necked Grebe,0,1997,130,3,Excellent,Uyak
Surf Scoter,0,1997,130,3,Excellent,Uyak
White-winged Scoter,0,1997,130,3,Excellent,Uyak
Barrow's Goldeneye,0,1999,130,2.2,Excellent,Uyak
Black Scoter,0,1999,130,2.2,Excellent,Uyak
Common Merganser,0,1999,130,2.2,Excellent,Uyak
Common Murre,75,1999,130,2.2,Excellent,Uyak
Cormorant,0,1999,130,2.2,Excellent,Uyak
Harlequin Duck,0,1999,130,2.2,Excellent,Uyak
Horned Grebe,1,1999,130,2.2,Excellent,Uyak
Loon,0,1999,130,2.2,Excellent,Uyak
Marbled Murrelet,13,1999,130,2.2,Excellent,Uyak
Long-tailed Duck,2,1999,130,2.2,Excellent,Uyak
Pigeon Guillemot,0,1999,130,2.2,Excellent,Uyak
Red-breasted Merganser,0,1999,130,2.2,Excellent,Uyak
Red-necked Grebe,0,1999,130,2.2,Excellent,Uyak
Surf Scoter,0,1999,130,2.2,Excellent,Uyak
White-winged Scoter,0,1999,130,2.2,Excellent,Uyak
Barrow's Goldeneye,0,2000,130,2.5,Excellent,Uyak
Black Scoter,0,2000,130,2.5,Excellent,Uyak
Common Merganser,0,2000,130,2.5,Excellent,Uyak
Common Murre,96,2000,130,2.5,Excellent,Uyak
Cormorant,0,2000,130,2.5,Excellent,Uyak
Harlequin Duck,0,2000,130,2.5,Excellent,Uyak
Horned Grebe,0,2000,130,2.5,Excellent,Uyak
Loon,0,2000,130,2.5,Excellent,Uyak
Marbled Murrelet,3,2000,130,2.5,Excellent,Uyak
Long-tailed Duck,0,2000,130,2.5,Excellent,Uyak
Pigeon Guillemot,0,2000,130,2.5,Excellent,Uyak
Red-breasted Merganser,0,2000,130,2.5,Excellent,Uyak
Red-necked Grebe,0,2000,130,2.5,Excellent,Uyak
Surf Scoter,0,2000,130,2.5,Excellent,Uyak
White-winged Scoter,0,2000,130,2.5,Excellent,Uyak
Barrow's Goldeneye,0,2001,130,4.1,Average,Uyak
Black Scoter,0,2001,130,4.1,Average,Uyak
Common Merganser,0,2001,130,4.1,Average,Uyak
Common Murre,25,2001,130,4.1,Average,Uyak
Cormorant,0,2001,130,4.1,Average,Uyak
Harlequin Duck,0,2001,130,4.1,Average,Uyak
Horned Grebe,0,2001,130,4.1,Average,Uyak
Loon,1,2001,130,4.1,Average,Uyak
Marbled Murrelet,0,2001,130,4.1,Average,Uyak
Long-tailed Duck,0,2001,130,4.1,Average,Uyak
Pigeon Guillemot,0,2001,130,4.1,Average,Uyak
Red-breasted Merganser,0,2001,130,4.1,Average,Uyak
Red-necked Grebe,0,2001,130,4.1,Average,Uyak
Surf Scoter,0,2001,130,4.1,Average,Uyak
White-winged Scoter,0,2001,130,4.1,Average,Uyak
Barrow's Goldeneye,0,2002,130,3.19,Excellent,Uyak
Black Scoter,0,2002,130,3.19,Excellent,Uyak
Common Merganser,0,2002,130,3.19,Excellent,Uyak
Common Murre,8,2002,130,3.19,Excellent,Uyak
Cormorant,0,2002,130,3.19,Excellent,Uyak
Harlequin Duck,0,2002,130,3.19,Excellent,Uyak
Horned Grebe,0,2002,130,3.19,Excellent,Uyak
Loon,0,2002,130,3.19,Excellent,Uyak
Marbled Murrelet,6,2002,130,3.19,Excellent,Uyak
Long-tailed Duck,0,2002,130,3.19,Excellent,Uyak
Pigeon Guillemot,0,2002,130,3.19,Excellent,Uyak
Red-breasted Merganser,0,2002,130,3.19,Excellent,Uyak
Red-necked Grebe,0,2002,130,3.19,Excellent,Uyak
Surf Scoter,0,2002,130,3.19,Excellent,Uyak
White-winged Scoter,0,2002,130,3.19,Excellent,Uyak
Barrow's Goldeneye,0,2003,130,5,Excellent,Uyak
Black Scoter,0,2003,130,5,Excellent,Uyak
Common Merganser,0,2003,130,5,Excellent,Uyak
Common Murre,37,2003,130,5,Excellent,Uyak
Cormorant,0,2003,130,5,Excellent,Uyak
Harlequin Duck,0,2003,130,5,Excellent,Uyak
Horned Grebe,0,2003,130,5,Excellent,Uyak
Loon,5,2003,130,5,Excellent,Uyak
Marbled Murrelet,2,2003,130,5,Excellent,Uyak
Long-tailed Duck,0,2003,130,5,Excellent,Uyak
Pigeon Guillemot,0,2003,130,5,Excellent,Uyak
Red-breasted Merganser,0,2003,130,5,Excellent,Uyak
Red-necked Grebe,0,2003,130,5,Excellent,Uyak
Surf Scoter,0,2003,130,5,Excellent,Uyak
White-winged Scoter,0,2003,130,5,Excellent,Uyak
Barrow's Goldeneye,0,2004,130,4.3,Excellent,Uyak
Black Scoter,0,2004,130,4.3,Excellent,Uyak
Common Merganser,0,2004,130,4.3,Excellent,Uyak
Common Murre,155,2004,130,4.3,Excellent,Uyak
Harlequin Duck,0,2004,130,4.3,Excellent,Uyak
Horned Grebe,0,2004,130,4.3,Excellent,Uyak
Loon,0,2004,130,4.3,Excellent,Uyak
Marbled Murrelet,13,2004,130,4.3,Excellent,Uyak
Long-tailed Duck,0,2004,130,4.3,Excellent,Uyak
Pigeon Guillemot,0,2004,130,4.3,Excellent,Uyak
Red-breasted Merganser,0,2004,130,4.3,Excellent,Uyak
Red-necked Grebe,3,2004,130,4.3,Excellent,Uyak
Surf Scoter,0,2004,130,4.3,Excellent,Uyak
White-winged Scoter,0,2004,130,4.3,Excellent,Uyak
Barrow's Goldeneye,0,2005,130,4.7,Excellent,Uyak
Black Scoter,0,2005,130,4.7,Excellent,Uyak
Common Merganser,0,2005,130,4.7,Excellent,Uyak
Common Murre,46,2005,130,4.7,Excellent,Uyak
Harlequin Duck,0,2005,130,4.7,Excellent,Uyak
Horned Grebe,0,2005,130,4.7,Excellent,Uyak
Marbled Murrelet,2,2005,130,4.7,Excellent,Uyak
Long-tailed Duck,0,2005,130,4.7,Excellent,Uyak
Pigeon Guillemot,0,2005,130,4.7,Excellent,Uyak
Red-breasted Merganser,0,2005,130,4.7,Excellent,Uyak
Red-necked Grebe,0,2005,130,4.7,Excellent,Uyak
Surf Scoter,0,2005,130,4.7,Excellent,Uyak
White-winged Scoter,0,2005,130,4.7,Excellent,Uyak
Barrow's Goldeneye,0,1986,131,4.8,Excellent,Uyak
Black Scoter,0,1986,131,4.8,Excellent,Uyak
Common Merganser,0,1986,131,4.8,Excellent,Uyak
Common Murre,30,1986,131,4.8,Excellent,Uyak
Cormorant,2,1986,131,4.8,Excellent,Uyak
Harlequin Duck,0,1986,131,4.8,Excellent,Uyak
Horned Grebe,0,1986,131,4.8,Excellent,Uyak
Loon,0,1986,131,4.8,Excellent,Uyak
Marbled Murrelet,1,1986,131,4.8,Excellent,Uyak
Long-tailed Duck,0,1986,131,4.8,Excellent,Uyak
Pigeon Guillemot,0,1986,131,4.8,Excellent,Uyak
Red-breasted Merganser,0,1986,131,4.8,Excellent,Uyak
Red-necked Grebe,0,1986,131,4.8,Excellent,Uyak
Surf Scoter,0,1986,131,4.8,Excellent,Uyak
White-winged Scoter,0,1986,131,4.8,Excellent,Uyak
Barrow's Goldeneye,0,1987,131,4.8,Excellent,Uyak
Black Scoter,54,1987,131,4.8,Excellent,Uyak
Common Merganser,0,1987,131,4.8,Excellent,Uyak
Common Murre,50,1987,131,4.8,Excellent,Uyak
Cormorant,1,1987,131,4.8,Excellent,Uyak
Harlequin Duck,4,1987,131,4.8,Excellent,Uyak
Horned Grebe,0,1987,131,4.8,Excellent,Uyak
Loon,1,1987,131,4.8,Excellent,Uyak
Marbled Murrelet,17,1987,131,4.8,Excellent,Uyak
Long-tailed Duck,6,1987,131,4.8,Excellent,Uyak
Pigeon Guillemot,2,1987,131,4.8,Excellent,Uyak
Red-breasted Merganser,1,1987,131,4.8,Excellent,Uyak
Red-necked Grebe,0,1987,131,4.8,Excellent,Uyak
Surf Scoter,0,1987,131,4.8,Excellent,Uyak
White-winged Scoter,5,1987,131,4.8,Excellent,Uyak
Barrow's Goldeneye,14,1988,131,4.5,Average,Uyak
Black Scoter,0,1988,131,4.5,Average,Uyak
Common Merganser,0,1988,131,4.5,Average,Uyak
Common Murre,68,1988,131,4.5,Average,Uyak
Cormorant,2,1988,131,4.5,Average,Uyak
Harlequin Duck,0,1988,131,4.5,Average,Uyak
Horned Grebe,4,1988,131,4.5,Average,Uyak
Loon,2,1988,131,4.5,Average,Uyak
Marbled Murrelet,0,1988,131,4.5,Average,Uyak
Long-tailed Duck,0,1988,131,4.5,Average,Uyak
Pigeon Guillemot,4,1988,131,4.5,Average,Uyak
Red-breasted Merganser,0,1988,131,4.5,Average,Uyak
Red-necked Grebe,0,1988,131,4.5,Average,Uyak
Surf Scoter,0,1988,131,4.5,Average,Uyak
White-winged Scoter,77,1988,131,4.5,Average,Uyak
Barrow's Goldeneye,0,1989,131,2.6,Good,Uyak
Black Scoter,11,1989,131,2.6,Good,Uyak
Common Merganser,0,1989,131,2.6,Good,Uyak
Common Murre,12,1989,131,2.6,Good,Uyak
Cormorant,1,1989,131,2.6,Good,Uyak
Harlequin Duck,6,1989,131,2.6,Good,Uyak
Horned Grebe,6,1989,131,2.6,Good,Uyak
Loon,1,1989,131,2.6,Good,Uyak
Marbled Murrelet,13,1989,131,2.6,Good,Uyak
Long-tailed Duck,6,1989,131,2.6,Good,Uyak
Pigeon Guillemot,3,1989,131,2.6,Good,Uyak
Red-breasted Merganser,0,1989,131,2.6,Good,Uyak
Red-necked Grebe,0,1989,131,2.6,Good,Uyak
Surf Scoter,0,1989,131,2.6,Good,Uyak
White-winged Scoter,5,1989,131,2.6,Good,Uyak
Barrow's Goldeneye,0,1990,131,2.1,Good,Uyak
Black Scoter,23,1990,131,2.1,Good,Uyak
Common Merganser,0,1990,131,2.1,Good,Uyak
Common Murre,42,1990,131,2.1,Good,Uyak
Cormorant,2,1990,131,2.1,Good,Uyak
Harlequin Duck,0,1990,131,2.1,Good,Uyak
Horned Grebe,0,1990,131,2.1,Good,Uyak
Loon,0,1990,131,2.1,Good,Uyak
Marbled Murrelet,12,1990,131,2.1,Good,Uyak
Long-tailed Duck,19,1990,131,2.1,Good,Uyak
Pigeon Guillemot,1,1990,131,2.1,Good,Uyak
Red-breasted Merganser,0,1990,131,2.1,Good,Uyak
Red-necked Grebe,3,1990,131,2.1,Good,Uyak
Surf Scoter,7,1990,131,2.1,Good,Uyak
White-winged Scoter,7,1990,131,2.1,Good,Uyak
Barrow's Goldeneye,0,1991,131,2.5,Good,Uyak
Black Scoter,8,1991,131,2.5,Good,Uyak
Common Merganser,0,1991,131,2.5,Good,Uyak
Common Murre,72,1991,131,2.5,Good,Uyak
Cormorant,2,1991,131,2.5,Good,Uyak
Harlequin Duck,0,1991,131,2.5,Good,Uyak
Horned Grebe,0,1991,131,2.5,Good,Uyak
Loon,0,1991,131,2.5,Good,Uyak
Marbled Murrelet,2,1991,131,2.5,Good,Uyak
Long-tailed Duck,0,1991,131,2.5,Good,Uyak
Pigeon Guillemot,0,1991,131,2.5,Good,Uyak
Red-breasted Merganser,0,1991,131,2.5,Good,Uyak
Red-necked Grebe,0,1991,131,2.5,Good,Uyak
Surf Scoter,0,1991,131,2.5,Good,Uyak
White-winged Scoter,0,1991,131,2.5,Good,Uyak
Barrow's Goldeneye,0,1992,131,3.5,Good,Uyak
Black Scoter,0,1992,131,3.5,Good,Uyak
Common Merganser,0,1992,131,3.5,Good,Uyak
Common Murre,19,1992,131,3.5,Good,Uyak
Cormorant,2,1992,131,3.5,Good,Uyak
Harlequin Duck,5,1992,131,3.5,Good,Uyak
Horned Grebe,0,1992,131,3.5,Good,Uyak
Loon,1,1992,131,3.5,Good,Uyak
Marbled Murrelet,5,1992,131,3.5,Good,Uyak
Long-tailed Duck,2,1992,131,3.5,Good,Uyak
Pigeon Guillemot,0,1992,131,3.5,Good,Uyak
Red-breasted Merganser,0,1992,131,3.5,Good,Uyak
Red-necked Grebe,0,1992,131,3.5,Good,Uyak
Surf Scoter,0,1992,131,3.5,Good,Uyak
White-winged Scoter,0,1992,131,3.5,Good,Uyak
Barrow's Goldeneye,0,1993,131,3,Good,Uyak
Black Scoter,5,1993,131,3,Good,Uyak
Common Merganser,0,1993,131,3,Good,Uyak
Common Murre,50,1993,131,3,Good,Uyak
Cormorant,0,1993,131,3,Good,Uyak
Harlequin Duck,4,1993,131,3,Good,Uyak
Horned Grebe,0,1993,131,3,Good,Uyak
Loon,0,1993,131,3,Good,Uyak
Marbled Murrelet,0,1993,131,3,Good,Uyak
Long-tailed Duck,0,1993,131,3,Good,Uyak
Pigeon Guillemot,0,1993,131,3,Good,Uyak
Red-breasted Merganser,4,1993,131,3,Good,Uyak
Red-necked Grebe,0,1993,131,3,Good,Uyak
Surf Scoter,0,1993,131,3,Good,Uyak
White-winged Scoter,0,1993,131,3,Good,Uyak
Barrow's Goldeneye,0,1994,131,3.5,Good,Uyak
