price,Overall.Qual,Overall.Cond,Year.Built,Full.Bath,Bedroom.AbvGr
165000,6,5,1995,2,3
195500,6,5,1998,2,3
192000,6,5,1998,2,3
173000,6,5,1996,2,3
177900,5,5,1996,2,3
175000,7,5,1996,2,3
286000,8,5,2001,1,0
247900,8,5,1997,1,1
180000,8,5,1993,2,2
180000,8,5,1992,2,2
181000,6,5,1997,2,3
183000,6,5,1998,2,3
188000,6,5,1995,2,3
194500,7,5,1994,2,3
185000,6,5,1991,2,3
189000,8,5,1988,2,2
188500,8,5,1989,2,2
355000,8,5,2005,3,5
325000,9,5,2005,2,4
387000,9,5,2004,2,2
115000,6,2,1952,1,3
334000,9,5,2007,2,2
133000,6,5,1950,2,3
215000,7,6,1986,2,3
226500,7,6,1988,2,2
175500,6,6,1981,2,3
181900,7,7,1983,2,3
235000,7,5,1978,2,3
220000,7,5,1979,2,3
272000,6,7,1977,2,4
161000,6,5,1976,2,3
175000,5,6,1977,2,3
185000,7,6,1980,2,3
146900,5,6,1969,1,3
292500,7,7,1978,2,4
180000,6,5,1976,2,3
159900,6,5,1976,2,2
205000,7,6,1976,2,4
157000,5,6,1973,1,3
306000,8,5,1996,2,4
133000,5,5,1974,2,4
151000,6,8,1969,1,3
111900,4,6,1969,1,2
123000,5,5,1971,1,3
111250,4,5,1972,1,3
181000,6,5,1998,2,2
103400,6,5,1973,1,2
100000,6,5,1973,1,2
100500,6,6,1972,1,2
106000,6,6,1970,1,2
85400,6,5,1971,1,2
89500,6,3,1971,1,2
111750,5,5,1972,2,3
140000,6,6,1977,2,2
143000,6,6,1975,2,4
148500,7,6,1977,2,2
110000,5,5,1966,1,3
394617,8,5,2008,2,2
426000,10,5,2007,2,3
385000,10,5,2007,2,2
446261,9,5,2008,2,3
317500,8,5,2007,2,3
372402,8,5,2007,2,2
417500,8,5,2007,2,4
383000,9,5,2007,2,2
390000,9,5,2006,2,4
460000,10,5,2005,2,4
379000,9,5,2005,2,3
250000,8,5,2007,2,4
316000,8,5,2004,2,4
615000,10,5,2003,1,1
412500,9,5,2003,2,3
284000,7,5,2003,2,3
284000,8,5,2003,2,2
421250,8,5,2001,2,4
370000,8,5,2003,2,4
336860,9,5,2008,2,2
367294,9,5,2008,1,1
192000,7,5,2005,2,2
274000,8,5,2003,1,1
266000,9,5,2005,2,2
370967,9,5,2007,2,2
234250,8,5,2006,2,2
219500,8,5,2006,2,2
155000,7,5,2003,2,2
154000,7,5,2003,2,2
207000,7,5,2004,2,2
195000,7,5,2003,2,2
219990,7,5,2004,2,2
191000,7,5,2005,2,2
159895,7,5,2007,2,2
187687,7,5,2007,2,2
179000,6,5,2004,2,3
193000,6,5,2004,2,3
190000,7,5,2005,2,2
176000,6,5,2005,2,3
188000,7,5,2002,2,3
213000,7,5,2003,2,4
217300,7,6,2007,2,2
186500,6,5,2000,2,3
226750,7,5,2000,2,3
184000,7,5,2004,2,3
176000,7,5,2002,2,3
225000,7,5,1999,2,4
185900,7,5,1999,2,3
284500,8,5,1997,2,3
315000,8,5,1998,2,4
250000,8,5,2000,2,4
291000,9,5,2000,2,4
350000,8,5,1998,2,2
279500,7,5,1996,2,4
290000,8,7,1995,2,4
350000,8,6,1995,2,2
341000,7,5,1993,2,3
287500,7,5,1993,2,4
271000,7,5,1994,2,3
301500,8,5,1994,2,2
235128,8,5,2007,2,3
214000,6,5,2007,2,4
232000,8,5,2006,2,3
240000,7,5,2006,2,3
264132,9,5,2008,2,2
245000,8,5,2007,2,3
227680,7,5,2008,2,3
257000,8,5,2007,3,3
297900,8,5,2007,2,3
247000,8,5,2006,2,3
212700,8,5,2007,2,3
250580,7,5,2007,2,3
182000,7,5,2007,2,3
226700,7,5,2005,2,3
250000,8,5,2003,2,3
250000,7,5,2005,2,3
339750,8,5,2007,2,3
205950,7,6,2007,2,3
256000,8,5,2007,2,3
230348,7,5,2007,2,2
207500,6,5,2003,2,3
141000,7,5,2004,1,3
188000,6,5,2003,2,3
192500,7,5,2003,2,3
146000,6,5,2005,1,3
159000,5,5,2004,1,3
155000,6,5,2003,1,3
173000,6,5,2004,2,3
170000,7,5,2007,2,3
182000,6,5,1995,2,3
163000,6,5,1993,2,3
193500,6,5,1994,2,3
189000,7,5,1994,2,3
190500,6,5,2001,2,3
175000,7,5,1992,2,3
179200,6,5,1991,2,3
187000,6,5,1993,2,3
193000,6,5,1993,2,2
153900,6,5,1993,2,2
128000,5,5,1963,1,3
144000,5,6,1962,1,2
135000,5,8,1961,1,3
115000,5,5,1968,1,3
119916,5,5,1963,1,3
142000,6,8,1961,1,3
192000,6,5,1974,2,3
140000,5,4,1972,2,4
290000,6,5,1990,2,4
372500,9,5,1993,2,4
196000,7,5,2004,2,2
171900,7,5,2006,2,2
178000,7,5,2004,2,1
165000,6,5,2005,2,2
146000,7,5,2007,2,2
146000,7,5,2007,2,2
179400,7,5,1999,2,3
172900,6,5,1999,2,3
300000,9,5,2000,2,2
285000,9,5,2001,1,1
290000,9,5,2001,1,2
305000,9,5,1999,2,2
328900,9,5,1999,2,2
160000,7,5,1999,2,2
170000,7,5,1999,2,3
223000,7,5,2001,2,3
170000,8,5,1999,2,3
200000,8,5,1999,2,3
345000,10,5,1998,2,2
245500,8,5,1996,1,1
217500,8,5,1995,1,1
324000,8,5,1993,1,1
162500,6,6,1984,2,3
150000,9,3,1977,2,3
290000,8,9,1976,3,3
205000,7,5,2002,2,3
174000,7,6,1970,2,3
183000,6,6,1969,2,4
150000,6,5,1968,1,4
145000,6,7,1971,2,3
215000,7,7,1967,2,4
140500,5,6,1965,2,4
240000,6,7,1974,2,4
141000,5,6,1968,1,4
147000,5,8,1965,1,2
135000,5,7,1965,1,3
145000,5,5,1965,2,6
142600,5,5,1965,2,6
135000,5,5,1973,2,4
170000,7,6,1971,1,4
299800,8,9,1976,3,4
185000,6,6,1974,2,4
173000,6,8,1966,1,4
178400,7,9,1961,1,3
176000,7,5,1968,2,4
98000,5,5,1956,1,2
109008,4,6,1957,1,3
135750,4,7,1956,1,2
155000,5,6,1963,2,3
180500,6,5,1964,2,3
174900,6,7,1966,1,3
140000,6,6,1965,1,3
145000,6,7,1964,1,3
179900,5,8,1965,2,3
168500,6,5,1964,1,3
140000,5,5,1961,1,3
145500,5,7,1959,1,3
142000,6,6,1959,1,3
141000,4,5,1960,1,3
153000,5,7,1960,1,3
72500,3,6,1949,1,2
52000,3,6,1935,1,2
118000,5,6,1939,1,2
87000,4,7,1937,1,2
141500,5,6,1960,2,3
119000,6,5,1950,1,3
141500,5,8,1950,1,3
165500,6,6,1955,1,3
112900,5,5,1953,1,3
201800,7,6,1965,1,4
163000,6,5,1961,1,3
139950,5,6,1961,1,3
174000,6,9,1962,1,3
165000,6,5,1962,1,3
227000,6,7,1966,2,4
135000,5,7,1955,1,3
124000,5,5,1963,1,3
140000,5,7,1962,1,3
136500,5,4,1957,1,3
185000,5,7,1959,2,2
163000,6,6,1958,1,3
166800,6,6,1958,1,3
139000,6,5,1956,1,2
166000,6,5,1957,1,3
136000,6,7,1958,1,3
133000,5,5,1956,1,3
116000,5,6,1952,1,2
137500,5,6,1953,1,3
130000,5,5,1953,1,2
180000,6,5,1957,2,3
139000,5,7,1951,1,2
110000,5,5,1953,1,2
100000,5,3,1957,2,4
118500,5,5,1947,1,2
146000,5,5,1957,2,5
89900,4,6,1948,1,1
114000,5,8,1925,1,3
140000,5,6,1945,1,3
86900,4,7,1940,1,2
139000,5,5,1922,1,3
106250,4,7,1900,2,3
171000,6,6,1962,1,4
139000,5,6,1968,1,3
186000,7,7,1958,1,3
157000,6,5,1960,1,2
148000,6,6,1960,1,3
242000,7,7,1960,2,4
116000,5,7,1953,1,3
94000,5,7,1951,1,2
98300,5,5,1950,1,3
127000,5,5,1960,2,4
159000,5,6,1959,1,3
125900,5,5,1962,1,3
155000,5,6,1960,1,3
138000,6,6,1948,2,3
112500,6,7,1954,1,2
105500,6,6,1954,1,2
127500,6,5,1954,1,4
130000,5,5,1961,2,6
150000,5,6,1955,1,3
109500,5,7,1954,1,2
140000,6,5,1963,1,4
167900,6,6,1964,1,4
136870,5,5,1963,1,3
143000,6,5,2008,1,3
73000,5,5,1925,1,2
157500,5,8,1904,2,3
122600,5,7,1948,1,3
111000,5,5,1910,1,2
256000,6,7,1920,2,5
64000,5,4,1940,1,2
139500,6,7,1915,1,4
118000,4,6,1910,2,3
200000,7,5,2003,2,3
119164,4,6,1940,2,2
122250,5,5,1920,1,2
120000,7,6,1920,1,2
155000,6,6,1940,2,3
78000,5,6,1910,1,2
95000,5,9,1890,1,3
115000,5,5,1948,1,2
147000,5,7,1948,1,2
140000,5,6,1946,1,3
46500,2,5,1946,1,1
112500,5,6,1957,1,3
107900,4,7,1954,1,2
65000,3,1,1949,2,5
295000,7,9,1880,3,3
139500,5,5,1900,2,4
153900,5,8,1915,1,4
132000,7,8,1920,1,3
98000,5,5,1916,1,4
114000,5,7,1900,1,2
130000,5,5,1920,2,4
129500,6,5,1917,1,3
129400,5,9,1905,1,3
161000,7,9,1928,2,3
163000,6,7,1905,2,3
128000,6,6,1914,2,3
122000,8,5,1872,2,4
116900,7,7,1926,1,2
325000,10,9,1893,3,3
55000,2,1,1920,1,2
184000,7,7,1890,2,5
110000,5,6,1959,1,2
131500,5,5,1954,2,4
97000,5,5,1956,1,2
115500,4,6,1958,1,2
138000,5,7,1928,1,2
108000,7,7,1945,1,3
79500,5,6,1930,1,2
153000,5,5,1935,2,3
109500,5,6,1924,1,2
124000,5,7,1941,1,3
106900,6,9,1900,1,3
164900,6,7,1940,1,3
119000,5,7,1924,1,2
120000,6,7,1929,1,3
157000,6,7,1937,2,3
105000,6,5,1939,2,2
113000,6,7,1926,1,3
115000,5,7,1920,1,3
79000,4,7,1946,1,2
123000,4,7,1929,1,2
81300,5,6,1945,1,1
162900,5,7,1930,2,3
150000,7,5,1939,2,4
123500,5,5,1923,2,4
129900,7,5,1931,2,2
128000,6,8,1920,2,3
68500,4,6,1927,1,1
127000,5,5,1948,1,2
207000,6,7,1923,1,4
184000,7,6,1925,2,4
162500,6,4,1915,2,4
145000,5,5,1940,1,3
130000,6,7,1918,1,2
160000,6,8,1910,2,5
161000,8,7,1925,1,3
127500,6,8,1910,1,3
93850,6,6,1930,1,1
136000,6,6,1952,1,4
141000,6,6,1938,2,4
120000,5,6,1915,2,2
127500,6,7,1925,1,2
127000,6,6,1925,2,3
89500,6,7,1920,1,3
125000,5,7,1955,1,2
79900,6,7,1920,1,4
85000,5,8,1912,1,1
82375,3,3,1915,2,3
135000,6,7,1906,1,3
124000,5,6,1947,1,3
134000,5,5,1968,1,3
135000,5,5,1948,2,4
134432,4,4,1959,2,4
127500,5,7,1940,2,4
148000,5,6,1963,1,3
129500,5,5,1965,1,3
157500,6,5,1978,1,3
109900,5,7,1966,1,3
145000,5,7,1967,1,3
130000,5,7,1967,1,3
153000,6,8,1978,1,3
120000,5,5,1967,1,3
152000,5,5,1984,1,2
108959,4,4,1969,0,0
95541,5,4,1920,1,3
80000,5,3,1959,1,3
149350,5,6,1966,1,3
144900,5,8,1963,1,3
185000,6,8,1956,1,1
165000,5,5,1954,1,3
235000,6,7,1960,1,1
140000,5,6,1958,1,3
108000,5,8,1940,1,2
145000,5,3,1960,2,3
152400,5,7,1941,1,2
144000,5,8,1970,1,3
173000,6,5,1996,1,2
192000,7,5,1977,2,4
245000,7,6,1979,2,3
241500,7,7,1954,1,2
256000,4,6,1954,1,2
177000,6,7,1959,1,2
125600,7,5,1948,1,2
155000,6,5,1953,1,3
240000,6,8,1908,3,5
260000,5,7,1940,1,2
185000,6,7,1918,2,4
235000,6,7,1935,2,4
159900,5,6,1956,1,3
99600,5,5,1975,1,2
134500,6,8,1962,1,3
119000,5,8,1900,1,4
107500,5,7,1910,1,3
125000,5,5,1950,1,3
79000,6,5,1924,1,2
95000,5,6,1941,1,3
262280,7,5,1990,2,4
260000,6,5,1995,2,4
226500,7,5,1994,2,3
225000,7,5,1993,2,4
229000,7,5,1996,2,3
177439,7,5,2007,2,3
248500,8,5,2007,2,3
475000,9,5,2008,2,3
395039,9,5,2008,2,3
228000,7,5,1993,2,3
225000,8,5,1995,2,3
195000,6,6,1966,2,2
200000,6,5,1997,2,4
155000,5,7,1994,1,3
144000,5,6,1995,1,3
145000,5,5,1994,1,3
226001,7,5,1997,2,3
215700,6,5,1997,2,3
207500,7,5,2000,2,3
193000,7,5,1999,2,3
188000,7,5,1998,2,3
191000,7,5,1999,2,3
221000,7,5,2002,2,3
231500,7,5,2001,2,3
235000,7,5,2000,2,3
223500,7,5,2001,2,3
130250,5,6,1975,1,3
149900,5,8,1977,2,3
158000,5,6,1978,1,3
147000,6,6,1978,1,3
143195,5,6,1975,1,3
163000,5,6,1975,2,2
110000,5,6,1975,1,3
127000,5,7,1972,1,3
124900,5,7,1972,1,2
230000,8,5,2002,2,3
237000,8,5,2002,2,3
235000,7,5,2000,2,3
230500,7,5,2001,2,3
230000,8,5,1999,2,3
222500,7,5,1998,2,3
287000,8,5,2001,2,3
274000,9,5,2001,2,3
300000,8,5,2002,2,3
255900,8,5,2002,2,4
224900,7,5,2003,2,3
240000,7,5,2003,2,4
183000,7,5,2003,2,3
207000,8,5,1999,2,3
210000,7,5,1994,2,4
136500,6,5,2003,1,1
145000,6,5,2004,1,1
208900,6,5,1997,2,3
185000,6,5,1997,2,2
214000,7,5,2002,2,3
208500,7,5,2003,2,3
186500,7,5,2004,2,3
210000,7,5,2004,2,3
185900,7,5,2004,2,3
179900,8,5,2007,2,3
218836,7,6,2007,2,3
193000,7,5,2007,2,3
189000,7,5,2005,2,3
149300,6,5,2004,1,1
141000,6,5,2004,1,1
149000,6,5,2004,1,1
144500,6,5,2004,1,1
85000,5,7,1910,1,2
145900,5,7,1900,2,4
123000,5,5,1966,1,3
147500,5,6,1965,1,3
165000,5,5,1976,1,3
135000,6,6,1976,1,3
108000,5,6,1940,1,3
137500,4,5,1972,2,3
165400,7,5,2003,2,3
147000,6,6,1977,1,3
160500,6,7,1976,1,3
176000,4,5,2005,1,2
284700,5,7,1959,3,5
160000,10,5,2008,2,3
148000,6,5,2005,1,2
82000,4,5,1955,2,2
82000,4,5,1955,2,2
118000,4,4,1955,2,4
82500,4,5,1955,2,2
91900,4,5,1955,1,2
120000,5,7,1938,1,2
96000,5,8,1947,1,4
99000,4,5,1953,1,2
130500,5,6,1946,1,3
135000,4,6,1954,2,4
135500,5,7,1955,1,3
100000,4,6,1954,1,3
108000,4,7,1923,1,3
98000,5,6,1925,1,2
67000,3,3,1914,1,2
135900,5,6,1912,2,6
140000,6,8,1925,2,4
179500,5,8,1939,2,4
136500,6,5,1925,2,4
168000,7,8,1921,2,2
130000,5,6,1911,1,4
189000,5,6,1921,3,4
161900,6,7,1930,2,4
145000,6,6,1926,1,2
191000,6,7,1922,2,3
177000,6,7,1915,2,4
147500,6,6,1914,1,3
91000,6,5,1930,1,2
231000,8,9,1925,2,3
115000,6,5,1936,1,3
138000,6,3,1923,1,4
149000,7,6,1931,1,3
188700,6,7,1934,1,3
198000,5,6,1937,2,4
110000,5,4,1938,1,3
104000,6,5,1951,1,2
257076,8,6,1935,1,4
381000,8,9,1935,3,4
311500,7,9,1939,1,3
263400,7,9,1950,2,3
236500,5,5,1956,2,3
224000,6,7,1954,1,3
116500,6,6,1980,1,2
151000,6,6,1980,2,3
126000,6,8,1926,1,2
120000,6,8,1940,1,3
55000,4,4,1922,1,2
120500,6,8,1930,1,2
120500,5,6,1940,1,2
119000,5,7,1930,1,4
126000,5,5,1967,1,3
99500,5,7,1930,1,2
165500,5,5,1958,2,4
13100,1,5,1952,1,2
89000,4,7,1895,1,2
40000,4,4,1920,1,3
80900,4,7,1910,1,2
81000,3,4,1935,1,2
65000,4,6,1920,1,3
392500,8,5,2008,2,2
294464,8,5,2007,2,2
250000,7,5,2004,2,2
275000,8,5,2004,2,2
300000,7,5,1996,3,3
271000,8,5,2002,2,3
213000,7,5,1996,2,3
171000,6,6,1977,1,3
171500,6,6,1977,2,3
100000,5,4,1976,2,4
228500,4,5,1991,2,3
228950,5,6,1965,2,3
241500,7,6,1986,2,2
287000,8,6,1976,2,2
294000,8,5,2006,2,3
293077,8,5,2007,2,3
264966,8,5,2007,2,3
172500,5,5,2006,2,3
167500,5,5,2006,2,3
218689,7,5,2008,2,3
150000,6,5,1989,2,3
184000,6,5,1986,2,3
180000,6,5,1986,2,3
175000,6,5,1988,2,3
232500,8,5,2003,2,3
195000,6,5,1999,2,3
305000,8,5,2003,2,4
298751,8,5,2007,2,3
370000,8,5,2005,2,3
209200,7,5,1997,2,2
206300,7,5,1997,2,2
146000,5,5,2007,1,2
160500,6,5,1997,2,2
173000,4,5,1964,1,3
124000,5,6,1975,1,3
115000,5,6,1976,1,3
129500,5,7,1976,2,4
105000,4,7,1973,1,2
94900,4,6,1973,1,1
152500,5,6,1968,1,3
98000,6,9,1970,2,3
81000,4,7,1972,1,1
113000,5,5,1954,1,2
128500,5,7,1983,1,2
119500,5,5,1984,1,3
130500,5,9,1982,1,3
138000,5,8,1982,1,2
134500,5,6,1982,1,3
160000,6,7,1940,2,4
137500,5,6,1984,1,3
172000,5,4,1969,2,4
103000,5,1,1900,2,4
167300,6,6,1971,2,3
167000,7,5,1970,1,2
244000,7,6,1973,2,3
268000,8,6,1970,2,4
225000,7,5,2003,2,3
168000,6,5,1995,2,3
177000,6,6,1997,2,3
169000,6,5,1997,2,3
161500,6,5,1997,2,3
251000,8,5,2000,2,2
160000,6,5,1994,2,3
180000,6,5,1999,2,3
178750,7,5,1996,2,3
176000,7,5,1995,2,3
204000,6,5,1999,3,5
160000,7,5,1992,2,3
160000,7,5,1991,2,3
163900,7,5,1992,2,3
168000,6,5,1993,2,3
154204,6,6,1964,1,3
170000,8,5,1986,1,2
207500,7,5,1984,2,3
182000,8,5,1988,2,2
212000,8,5,1990,1,1
377426,9,5,2005,2,3
349265,8,5,2005,3,4
591587,9,5,2006,2,4
155000,5,5,1969,1,3
319900,9,5,2006,2,2
392000,8,6,2007,2,2
441929,8,5,2006,1,1
455000,10,5,2006,2,3
182900,6,7,1981,2,3
174000,6,5,1984,2,3
178000,6,7,1984,3,3
176000,7,7,1981,2,3
213000,7,6,1978,2,3
192000,7,5,1979,2,4
190000,7,6,1977,2,3
195000,6,6,1976,2,4
148000,6,6,1978,2,3
151500,6,6,1984,2,3
197000,7,6,1979,2,3
192350,6,5,1979,2,2
152000,5,5,1969,2,4
170000,6,5,1971,2,2
175000,5,6,1971,2,3
175000,6,6,1968,1,3
197900,7,7,1976,2,3
174000,7,6,1976,2,3
178900,6,6,1974,2,4
139000,5,7,1971,1,3
143250,6,5,1971,1,3
184000,7,9,1972,1,4
155000,5,6,1970,1,3
133000,5,5,1970,1,3
119500,5,5,1971,1,3
123000,4,5,1971,1,3
110000,4,6,1971,1,2
128000,4,7,1961,1,2
120500,4,6,1971,1,3
133000,7,5,1998,1,1
155000,6,5,2001,2,2
177000,6,5,1997,2,2
113500,6,6,1973,1,3
113000,6,5,1973,1,3
113700,6,5,1973,1,4
106000,5,5,1970,2,3
122500,5,5,1971,1,2
128000,6,5,1976,2,2
155000,6,6,1976,2,3
142500,7,7,1978,2,2
129250,5,6,1966,1,3
356000,9,5,2006,2,3
314813,9,5,2007,2,3
318000,8,5,2007,2,3
322400,8,5,2006,2,3
318000,8,5,2007,2,3
345474,8,5,2007,2,2
415298,9,5,2006,2,3
492000,9,5,2007,2,3
338931,8,5,2006,2,4
450000,10,5,2005,2,2
280000,7,5,2006,2,3
479069,9,5,2007,2,3
395000,8,5,2006,2,3
380000,9,5,2006,2,3
250000,8,5,2006,2,3
440000,8,5,2006,2,2
418000,9,5,2005,2,4
500067,10,5,2007,2,2
260116,8,5,2007,2,3
317000,8,5,2004,2,4
319500,8,5,2007,2,3
325624,8,5,2007,1,3
372000,9,5,2006,2,3
342000,8,5,2004,2,5
354000,8,5,2004,2,4
350000,8,5,2003,2,3
285000,8,5,2003,2,4
281500,8,5,2007,2,3
245700,7,5,2005,2,3
232698,8,5,2005,2,3
250000,8,5,2006,2,3
194700,6,5,2005,2,2
204000,6,5,2005,1,1
200000,6,5,2005,1,1
207000,6,5,2005,2,2
209500,8,5,2006,2,2
209500,8,5,2006,2,2
202500,8,5,2006,2,2
280000,9,5,2005,2,2
277500,9,5,2005,2,2
318061,9,5,2007,2,2
221370,8,5,2006,2,2
200000,7,5,2003,2,2
181755,6,5,2007,3,3
176000,6,5,2005,2,3
178900,6,5,2005,2,3
168165,7,5,2006,2,3
171925,6,5,2006,2,3
198444,6,5,2006,2,3
203000,6,5,2005,2,3
179540,7,5,2007,2,3
176485,7,5,2007,2,3
181134,7,5,2007,2,3
156932,6,5,2006,2,3
166000,6,5,2007,2,3
177594,7,5,2007,2,3
173500,7,6,2007,2,3
172500,7,5,2006,2,2
194201,7,5,2006,0,2
226500,8,5,2003,2,2
185485,7,5,2007,2,2
259000,7,5,2004,2,3
188500,7,5,2004,2,2
175000,7,5,2004,2,3
215000,7,5,2004,2,4
206580,7,5,2006,2,3
183500,7,5,2004,2,3
165500,7,5,2003,2,3
211000,7,5,2003,2,4
181000,6,5,2000,2,3
219500,7,5,2002,2,4
175000,6,5,1999,2,3
170000,7,5,2000,2,3
162000,7,5,2003,2,3
187000,6,5,2000,2,3
185000,6,5,1999,2,3
745000,10,5,1996,3,4
384500,8,5,1997,2,4
248000,8,5,2000,2,4
466500,10,5,2001,2,2
410000,9,5,1998,2,4
322500,8,5,1998,2,4
252000,7,5,1998,2,4
755000,10,6,1994,3,4
269790,7,5,1996,2,3
315750,7,5,1996,2,3
290000,7,5,1995,2,4
290000,8,5,1995,2,4
430000,8,5,1992,3,4
263000,8,5,1992,2,4
330000,8,5,1996,2,4
213133,7,6,2007,2,3
260261,8,5,2007,2,3
320000,9,5,2006,2,3
282922,8,5,2007,2,3
215000,8,5,2006,2,3
419005,10,5,2007,2,1
255000,8,5,2006,2,3
147000,8,5,2006,2,2
235876,7,5,2007,3,3
311872,7,5,2007,2,3
248328,7,6,2007,2,3
227000,8,5,2006,2,3
260000,8,5,2005,2,3
225000,8,5,2007,2,3
249000,7,5,2005,2,3
307000,8,5,2004,2,3
250000,7,5,2006,2,3
221300,8,5,2006,2,3
208900,8,5,2007,2,3
210400,7,5,2006,2,3
255000,8,5,2007,2,3
212109,5,5,2007,3,3
270000,8,5,2006,2,3
303477,8,5,2007,2,4
310013,8,5,2007,2,3
249700,8,5,2006,2,3
227875,7,6,2007,3,3
261329,8,5,2007,2,2
253000,8,5,2006,2,2
265000,6,5,2004,2,4
340000,8,5,2004,3,4
146000,6,5,2006,1,3
147000,7,5,2006,1,3
149000,5,5,2003,1,3
181000,7,5,2006,2,3
201000,6,5,1994,2,3
191750,6,5,1993,2,3
179000,7,5,2000,2,3
215000,7,5,1998,2,3
179200,6,5,1992,2,2
128000,6,5,1980,1,2
144000,5,7,1983,1,2
144000,5,5,1977,2,4
120750,5,5,1977,1,2
132500,5,6,1963,1,2
132000,5,5,1962,1,3
132500,5,7,1962,1,3
129000,4,5,1961,1,3
143900,5,5,1962,1,3
145000,5,7,1968,1,3
128500,5,5,1961,1,3
125500,5,6,1967,1,3
300000,7,5,1990,2,3
294000,7,7,1974,2,3
129000,5,5,1974,1,2
171000,5,5,1975,2,3
147000,6,7,1973,1,2
302000,8,5,1990,2,4
285000,8,5,1992,2,4
214000,8,5,2004,2,2
166000,8,5,2006,2,2
193800,8,5,2006,2,2
208900,7,5,2006,2,2
194000,7,5,2006,2,2
207500,8,5,2006,2,2
199900,7,5,2006,1,1
164700,7,5,2006,2,2
176500,6,5,1999,2,3
176000,6,5,1999,2,2
168500,6,5,2000,2,2
177000,6,5,2000,2,3
177000,6,5,2000,2,3
148800,7,5,2004,2,2
174000,8,5,1999,2,2
239000,7,5,1997,2,3
204000,7,5,1999,2,3
301000,8,5,2003,2,3
312500,8,5,1998,2,3
279700,8,5,1994,1,1
255000,7,6,1980,2,3
194000,5,7,1978,1,2
218000,5,8,1976,2,3
213750,8,6,1978,1,1
187000,6,7,1976,2,3
181500,6,8,1976,2,3
373000,8,5,1981,2,2
190000,5,5,1977,2,4
226000,7,5,2001,2,3
143450,6,6,1968,1,3
240050,6,6,1970,2,4
162500,6,6,1969,1,3
164000,6,5,1968,1,3
185000,7,7,1972,2,3
188500,7,6,1993,2,2
255000,7,6,1993,2,3
136905,5,6,1976,2,4
158500,6,7,1966,2,3
175500,7,6,1973,1,3
127000,6,5,1963,1,3
127000,5,6,1967,1,3
143000,5,5,1967,2,3
156000,5,7,1965,1,3
144000,5,5,1958,1,2
119000,5,4,1964,2,6
103000,4,5,1964,2,2
139900,5,5,1960,1,3
151500,6,8,1960,1,2
126500,5,5,1960,1,3
145000,6,8,1958,1,3
120000,5,7,1958,1,2
124000,5,5,1956,1,2
106500,5,7,1959,1,3
140500,5,5,1961,1,2
137500,5,7,1961,1,3
117600,5,7,1960,1,3
163500,7,6,1966,2,3
161000,6,5,1965,2,3
158000,6,7,1964,2,3
224500,6,7,1964,2,5
147000,6,5,1964,1,3
200000,6,7,1959,1,3
181900,6,6,1960,1,3
150750,5,6,1959,1,3
101800,4,5,1962,2,2
124000,6,5,1950,1,2
138500,5,7,1940,1,2
39300,1,3,1946,1,1
64500,3,3,1946,1,2
64000,3,5,1945,1,2
112000,5,8,1958,1,2
165000,6,6,1964,1,4
144000,5,6,1955,1,2
137000,5,5,1948,2,4
105000,5,5,1941,1,3
146500,5,7,1942,1,3
126000,5,5,1968,2,4
175000,5,6,1966,2,3
158500,6,5,1961,1,3
114500,5,5,1958,1,2
144000,5,5,1958,1,3
129000,6,5,1965,2,3
141000,6,7,1957,1,2
131000,5,6,1956,1,3
142100,5,7,1963,1,3
139000,5,6,1958,1,3
157900,6,6,1958,1,4
139400,5,7,1954,1,3
150000,6,6,1957,1,3
120000,5,5,1960,1,3
174850,6,6,1957,1,4
116000,5,5,1957,1,2
135000,5,5,1956,1,3
163500,6,3,1970,2,3
130000,5,6,1955,1,3
129500,5,5,1955,1,3
142000,5,9,1953,1,3
128600,5,5,1958,2,4
125000,6,6,1952,1,2
136000,6,7,1953,1,3
134500,5,7,1953,1,2
127000,5,8,1956,1,3
130000,5,5,1955,1,3
115000,4,4,1955,1,4
116900,5,5,1955,1,3
132000,5,7,1956,1,2
153000,4,6,1953,1,3
112500,5,5,1952,1,2
138000,4,7,1890,2,3
135000,5,7,1949,1,2
156000,5,6,1953,1,3
301600,5,4,1935,3,4
109000,5,6,1940,1,2
103200,4,6,1956,1,1
128500,4,7,1925,2,1
64500,4,6,1927,2,4
148000,5,9,1895,1,3
86000,5,6,1920,1,2
172000,7,5,1963,2,4
120000,5,7,1961,1,3
128500,6,6,1968,1,3
135000,5,5,1969,1,5
122900,5,7,1949,1,3
119200,6,5,1948,1,2
143000,6,6,1949,2,3
119000,5,7,1950,1,3
102000,5,3,1950,1,3
129000,5,8,1950,1,3
135000,5,7,1960,1,2
152000,5,7,1959,1,3
140000,5,6,1958,1,3
152000,5,5,1960,1,3
156500,5,5,1960,1,3
141000,5,4,1961,2,6
99000,5,6,1961,1,3
187000,6,8,1964,2,3
169500,5,5,1962,2,4
125500,5,5,1962,1,2
130000,5,5,1962,1,3
103000,5,7,1926,1,2
132000,5,7,1910,2,2
127500,6,6,1927,1,3
89500,5,5,1922,1,2
140000,5,5,1980,1,2
99900,5,6,1920,1,2
100000,4,7,1885,1,2
130000,5,8,1940,1,2
135000,5,8,1900,1,2
120000,3,7,1948,1,2
89471,4,7,1937,1,2
85000,4,6,1900,1,3
108500,4,4,1920,1,2
137000,4,8,1900,2,4
110500,5,9,1945,1,2
100000,5,6,1923,1,2
