School,Minority,Sex,SES,MathAch
138,No,Female,0.902,22.012
138,No,Female,0.692,16.083
138,No,Female,0.682,21.474
138,No,Female,0.342,17.756
138,No,Female,0.772,19.702
138,No,Female,0.682,11.789
138,No,Female,-0.118,7.395
138,No,Female,1.032,12.158
138,No,Female,-0.498,11.461
138,No,Female,-1.258,4.094
138,No,Female,-0.468,10.755
138,No,Female,-0.148,21.164
138,No,Female,0.132,15.936
138,No,Female,0.482,14.254
138,No,Female,-0.538,14.128
138,No,Female,0.902,16.42
138,No,Female,0.222,17.291
138,No,Female,0.212,22.245
138,No,Female,1.182,24.319
138,No,Female,-0.968,24.993
138,No,Female,0.152,22.781
138,No,Female,-0.398,16.205
138,Yes,Female,1.032,16.67
138,No,Female,-0.308,14.069
138,No,Female,0.692,17.839
138,No,Female,0.712,-2.528
138,No,Female,0.212,13.555
138,No,Female,0.572,21.011
138,No,Female,-0.278,8.057
138,No,Female,0.932,17.393
138,No,Female,0.662,14.94
138,No,Female,-1.128,11.591
138,No,Female,0.942,8.656
138,No,Female,1.152,3.571
138,No,Female,-0.258,10.857
138,No,Female,0.052,6.151
138,No,Female,0.262,13.335
138,No,Female,0.132,21.468
138,No,Female,-0.718,3.617
138,No,Female,-0.548,22.151
138,No,Female,1.092,17.699
138,No,Female,0.232,18.828
138,No,Female,0.702,17.757
138,No,Female,0.842,10.247
138,No,Female,0.612,20.066
138,No,Female,0.582,19.287
138,No,Female,0.232,17.706
138,No,Male,0.942,13.261
138,No,Female,0.602,9.664
138,No,Female,-0.148,18.686
138,No,Female,-0.078,-0.451
138,No,Female,0.942,20.069
138,No,Female,0.212,17.39
138,No,Female,1.182,13.656
138,No,Female,0.012,2.172
138,No,Female,0.072,11.485
122,No,Male,-0.248,22.522
122,Yes,Male,0.242,16.08
122,Yes,Male,-0.678,21.175
122,No,Male,1.042,22.989
122,Yes,Male,-0.528,10.546
122,No,Male,1.192,16.267
122,Yes,Male,0.202,4.395
122,No,Male,0.942,15.792
122,No,Male,1.122,20.051
122,No,Male,1.002,18.331
122,No,Male,1.342,20.458
122,Yes,Male,0.082,12.246
122,No,Male,-0.908,7.748
122,No,Male,0.232,24.812
122,No,Male,0.002,17.491
122,Yes,Male,0.942,19.167
122,No,Male,0.982,20.082
122,No,Male,-0.558,14.116
122,Yes,Male,-0.388,17.908
122,No,Male,0.882,23.09
122,Yes,Male,0.402,10.975
14,No,Female,0.352,13.758
14,No,Female,0.702,22.091
14,Yes,Female,-0.438,4.23
14,No,Female,-0.038,15.095
14,Yes,Female,0.292,11.913
14,Yes,Female,-0.138,10.447
14,Yes,Female,-0.138,0.363
14,Yes,Female,-0.458,11.141
14,Yes,Female,-0.628,8.298
14,Yes,Male,0.412,2.38
14,Yes,Male,-1.788,4.838
14,Yes,Male,-0.708,4.5
14,Yes,Male,0.552,14.97
14,No,Male,0.792,4.896
14,No,Male,-1.038,12.177
14,Yes,Male,-0.778,14.987
14,Yes,Male,-1.548,1.314
14,No,Male,0.082,4.007
14,No,Male,0.602,17.404
14,Yes,Male,-1.668,17.599
14,Yes,Male,-1.098,8.139
14,No,Male,-0.998,3.242
14,Yes,Male,-0.858,0.036
14,Yes,Male,0.672,2.211
14,No,Male,0.522,5.27
14,No,Female,-0.138,7.731
14,Yes,Female,-1.078,6.953
14,Yes,Female,-2.508,4.635
14,No,Female,0.032,18.384
14,Yes,Female,-1.818,6.92
14,No,Female,0.002,4.828
14,No,Female,-0.418,16.941
14,Yes,Female,-0.988,8.339
14,Yes,Female,-0.848,4.784
14,No,Female,-0.338,19.106
14,No,Female,-0.408,8.896
14,Yes,Female,-1.458,3.027
14,Yes,Male,-0.628,14.065
14,No,Male,-0.498,16.773
139,No,Female,0.012,12.032
139,No,Female,0.882,16.855
139,No,Female,-1.138,8.486
139,No,Female,0.542,5.826
139,No,Male,0.612,12.818
139,No,Male,0.792,24.993
139,No,Female,0.612,23.08
139,No,Male,-1.368,13.592
139,No,Male,0.662,14.926
139,No,Female,1.072,17.58
139,No,Female,1.172,13.564
139,No,Male,0.762,24.993
139,No,Female,-0.778,8.789
139,No,Male,0.952,23.127
139,No,Female,0.652,12.714
139,No,Male,0.482,18.934
139,No,Male,-0.268,6.466
139,No,Male,-1.018,18.051
139,No,Male,-0.258,22.254
139,No,Male,-0.418,13.128
139,No,Male,0.842,23.818
139,No,Female,-1.368,1.439
139,No,Female,-0.138,5.576
139,No,Female,-0.298,19.71
139,No,Female,-0.428,-2.094
139,No,Male,0.702,2.986
139,No,Female,0.822,22.553
139,Yes,Male,0.832,1.791
139,No,Male,-0.848,19.482
139,Yes,Female,0.782,2.982
139,No,Male,1.212,14.932
139,No,Female,-0.778,8.491
139,No,Male,0.652,22.344
139,No,Female,-1.038,20.36
139,No,Male,-0.628,15.751
139,No,Male,1.202,19.572
139,Yes,Male,-1.298,6.251
139,No,Female,-0.908,10.161
139,No,Male,-0.218,20.953
139,No,Female,-0.508,7.024
139,No,Female,0.332,12.152
139,Yes,Male,-0.278,16.213
139,No,Female,-0.648,9.781
139,No,Male,0.202,-2.5
139,No,Male,-1.258,14.184
139,No,Female,-0.168,-1.237
139,No,Female,1.262,15.562
139,No,Male,-1.128,9.519
139,No,Female,-0.788,7.537
139,No,Female,-0.938,12.144
139,No,Female,1.262,18.943
139,No,Female,1.212,18.282
140,No,Male,0.822,11.922
140,No,Female,0.952,16.781
140,No,Female,-0.218,22.317
140,No,Male,1.292,23.054
140,No,Female,0.372,0.996
140,No,Male,0.292,13.306
140,No,Female,0.532,21.848
140,No,Female,0.302,2.204
140,No,Female,-0.468,12.782
140,No,Female,0.882,16.163
140,No,Female,1.362,15.93
140,No,Female,0.752,19.805
140,No,Male,-0.178,23.054
140,No,Male,0.532,22.661
140,No,Male,-0.328,11.461
140,No,Female,0.062,6.246
140,No,Male,1.122,24.993
140,No,Female,1.142,14.997
140,No,Female,1.042,13.567
140,No,Male,0.832,22.856
140,No,Male,1.362,10.06
140,No,Female,-0.188,5.719
140,No,Female,0.022,7.341
140,No,Female,-0.248,17.632
140,No,Female,0.672,15.569
140,No,Female,0.082,7.554
140,No,Female,0.972,16.206
140,No,Male,1.172,9.355
140,No,Female,-0.628,11.531
140,No,Male,1.212,7.41
140,No,Female,1.012,23.619
140,No,Female,1.262,10.749
140,No,Female,1.162,18.119
140,No,Female,0.762,22.896
140,No,Male,0.762,3.628
140,No,Male,0.882,13.063
140,No,Male,1.342,13.033
140,No,Female,0.522,12.143
141,No,Female,0.582,8.879
141,No,Female,1.372,6.98
141,Yes,Female,0.372,6.652
141,Yes,Male,-0.098,4.361
141,Yes,Male,-1.488,3.377
141,No,Female,0.262,13.294
141,Yes,Male,-2.028,4.388
141,Yes,Male,0.832,4.972
141,No,Female,0.032,17.262
141,Yes,Male,0.352,16.297
141,No,Female,0.532,12.815
141,No,Female,0.982,13.233
141,No,Male,-0.188,24.301
141,No,Female,-0.708,-0.417
141,No,Female,0.932,13.276
141,Yes,Female,0.812,5.305
141,No,Female,0.592,2.781
141,No,Male,1.422,13.188
141,No,Male,0.892,14.7
141,No,Male,1.212,21.054
141,No,Male,1.392,12.381
141,Yes,Male,0.342,22.616
141,Yes,Male,-0.568,5.453
141,No,Male,1.142,6.41
141,No,Male,-0.798,14.87
141,No,Female,-0.018,15.227
141,No,Female,0.672,-0.598
141,No,Male,0.432,17.06
141,No,Male,1.182,22.697
141,No,Male,1.512,11.147
141,No,Female,0.512,17.175
141,No,Female,-0.258,12.905
141,No,Male,-0.278,14.594
141,No,Female,1.122,24.993
141,Yes,Male,-0.798,-1.095
141,No,Male,0.902,5.637
141,No,Male,0.512,20.708
141,Yes,Male,-1.178,10.064
141,No,Male,0.222,8.2
34,Yes,Male,-0.938,14.34
34,Yes,Female,-1.188,5.271
34,Yes,Male,-0.628,6.933
34,Yes,Male,-0.948,13.531
34,Yes,Female,-0.368,2.697
34,Yes,Male,-0.448,12.221
34,Yes,Male,-0.908,16.269
34,Yes,Female,-0.578,0.155
34,Yes,Male,-0.918,18.275
34,Yes,Female,-0.788,2.066
34,Yes,Female,-1.838,7.783
34,Yes,Female,-1.158,8.285
34,Yes,Male,-1.248,7.378
34,Yes,Male,-0.128,5.227
34,Yes,Male,-0.658,3.486
34,Yes,Female,0.102,8.869
34,No,Male,0.792,15.436
34,Yes,Female,-0.048,-2.832
34,Yes,Female,-0.648,3.079
34,Yes,Female,-0.488,6.659
34,Yes,Male,-0.718,21.669
34,Yes,Female,-0.688,19.026
34,Yes,Male,1.092,2.322
34,No,Female,-1.458,12.873
34,Yes,Male,0.232,10.538
34,Yes,Male,-0.918,7.441
34,Yes,Male,-0.908,9.481
34,Yes,Female,-1.438,23.116
34,Yes,Male,-0.138,1.155
34,Yes,Female,-0.838,20.537
34,Yes,Male,-0.808,5.404
34,Yes,Female,-1.088,-0.704
34,Yes,Female,-0.268,19.052
34,Yes,Male,-0.378,16.637
34,Yes,Male,-0.388,14.117
34,Yes,Female,1.042,0.114
34,Yes,Female,-0.768,14.413
34,Yes,Male,-0.088,4.82
34,Yes,Male,-1.858,5.888
34,No,Male,0.462,17.617
34,Yes,Male,-0.498,-0.227
34,Yes,Male,-2.248,3.833
34,Yes,Female,-0.178,10.298
34,Yes,Male,-0.488,-0.009
34,No,Male,0.022,18.863
142,No,Male,-0.038,13.874
142,No,Male,-0.498,13.824
142,No,Male,0.422,19.372
142,No,Male,-0.718,21.296
142,No,Male,-0.258,24.107
142,No,Male,0.062,20.232
142,No,Male,0.632,24.401
142,Yes,Male,-0.678,15.381
142,No,Male,-0.088,22.779
142,No,Male,0.862,13.774
142,No,Male,-0.418,18.072
142,No,Male,-0.038,15.127
142,No,Male,1.312,23.163
142,Yes,Male,1.002,18.013
142,No,Male,0.862,16.703
142,No,Male,-0.268,19.561
142,No,Male,1.312,22.245
142,No,Male,0.512,21.508
142,No,Male,-0.418,15.642
142,No,Male,0.922,22.667
142,No,Male,0.022,20.877
142,Yes,Male,-0.018,22.273
142,No,Male,-0.258,21.828
142,No,Male,0.432,24.993
142,No,Male,-0.118,16.374
142,No,Male,0.622,16.622
142,No,Male,1.282,13.571
142,No,Male,1.512,18.049
142,No,Male,0.062,20.784
142,No,Male,1.082,16.641
142,Yes,Male,-0.298,17.28
142,Yes,Male,-0.158,21.872
142,No,Male,-0.298,24.812
142,No,Male,-0.048,22.801
142,No,Male,0.432,20.961
142,Yes,Male,-0.908,20.786
142,No,Male,0.672,20.621
142,No,Male,-1.288,21.444
142,No,Male,-0.008,20.319
142,No,Male,0.422,21.038
142,No,Male,-0.218,19.8
142,No,Male,-0.758,23.817
142,No,Male,0.792,23.83
142,No,Male,0.482,23.09
142,No,Male,-1.318,19.606
142,No,Male,0.172,21.378
142,No,Male,0.442,12.046
142,No,Male,-0.168,24.147
142,No,Male,0.452,12.663
81,No,Female,1.152,4.259
81,No,Male,0.702,14.653
81,No,Male,1.262,3.243
81,No,Female,-0.078,13.372
81,No,Male,0.932,14.035
81,No,Male,1.512,16.807
81,No,Male,1.022,20.251
81,No,Male,0.372,19.222
81,Yes,Female,0.902,18.402
81,No,Female,0.892,13.488
81,No,Female,1.222,21.797
81,No,Male,-0.088,13.707
81,No,Female,0.682,3.213
81,No,Female,-1.088,19.8
81,No,Male,1.282,14.261
81,No,Female,0.102,4.845
81,No,Male,0.532,13.094
81,No,Female,1.182,21.444
81,No,Female,0.982,21.035
81,No,Female,-0.148,10.276
81,No,Male,0.602,19.268
81,No,Female,0.532,21.366
81,No,Male,0.272,20.514
81,No,Female,0.472,15.495
81,Yes,Male,1.392,19.987
81,No,Male,0.402,24.076
81,No,Male,-0.108,19.707
81,No,Male,0.762,15.019
81,No,Female,0.572,18.704
81,No,Male,1.422,20.707
81,No,Female,-0.098,17.769
81,No,Female,1.282,12.357
81,No,Female,1.082,21.051
81,No,Male,-0.478,18.28
81,No,Female,0.422,21.539
81,No,Female,0.042,17.922
81,Yes,Male,0.832,20.064
81,No,Male,0.942,19.083
81,No,Female,0.452,16.85
81,No,Male,1.372,17.581
81,No,Female,0.192,10.937
81,No,Male,-0.188,14.755
81,No,Male,1.262,11.785
81,No,Male,0.122,16.289
81,No,Male,0.062,19.958
81,No,Male,1.142,19.68
81,Yes,Female,1.262,15.517
81,No,Female,0.282,16.848
81,No,Male,1.012,18.808
81,No,Male,0.872,21.688
81,No,Female,0.802,16.686
81,No,Male,1.122,7.007
81,No,Male,1.512,20.193
46,Yes,Female,0.562,15.165
46,Yes,Female,0.592,10.491
46,No,Female,-0.748,7.605
46,No,Female,0.792,17.419
46,No,Female,0.502,23.294
46,No,Female,1.342,20.432
46,No,Female,-0.098,14.298
46,Yes,Female,1.092,14.418
46,No,Male,0.752,22.418
46,Yes,Female,0.762,10.986
46,No,Female,0.802,13.816
46,No,Male,0.932,7.846
46,Yes,Female,0.342,4.769
46,Yes,Male,1.102,12.938
46,Yes,Male,-0.278,9.513
46,Yes,Male,0.412,8.87
46,Yes,Male,0.842,10.953
46,No,Male,-0.138,16.741
46,No,Female,-1.168,19.923
46,No,Male,1.182,4.237
46,Yes,Female,-0.458,5.813
46,No,Female,0.562,22.468
46,No,Female,1.342,19.258
46,No,Female,0.932,11.363
46,No,Male,0.982,4.487
46,Yes,Female,0.352,12.35
46,No,Female,0.752,17.867
46,No,Female,-0.028,15.259
46,Yes,Male,0.702,17.932
46,Yes,Female,0.472,17.594
46,No,Female,-0.028,19.406
46,Yes,Female,-0.388,7.931
46,Yes,Female,0.732,10.527
46,No,Female,0.192,12.543
46,Yes,Male,-0.238,4.48
46,Yes,Male,-0.688,12.47
46,No,Female,1.082,18.148
46,No,Male,1.242,8.48
38,Yes,Female,-0.338,1.26
38,No,Male,0.132,23.168
38,Yes,Female,-0.348,15.237
38,No,Female,0.482,2.21
38,Yes,Female,-0.438,11.038
38,No,Male,-0.368,4.36
38,No,Female,0.252,-0.06
38,No,Female,-0.938,-2.142
38,Yes,Female,-0.148,2.913
38,No,Female,-0.818,2.117
38,Yes,Male,-0.798,17.225
38,Yes,Female,-0.178,16.494
38,Yes,Male,0.892,22.969
38,Yes,Female,-0.398,9.246
38,Yes,Female,-0.128,18.938
38,No,Male,0.922,16.73
38,No,Female,0.472,6.68
38,No,Female,0.592,2.834
38,No,Male,-0.588,8.753
38,No,Male,-0.798,8.167
38,Yes,Female,-0.838,5.383
38,No,Female,0.232,0.432
38,Yes,Female,0.442,17.449
38,No,Female,-0.218,12.114
38,No,Female,-0.438,16.069
38,Yes,Male,0.132,13.543
38,No,Male,0.372,6.913
38,Yes,Male,-0.538,17.55
38,Yes,Female,0.792,-2.582
38,Yes,Female,0.182,-2.832
38,No,Female,-0.208,4.25
38,Yes,Female,0.422,8.456
38,No,Male,-1.158,18.417
38,No,Female,0.472,13.957
38,No,Male,-0.308,4.27
38,No,Female,-0.008,13.51
38,No,Female,-0.418,10.121
38,No,Male,-0.218,17.361
38,No,Male,-0.618,21.01
38,No,Male,-0.708,13.419
38,Yes,Male,-0.778,15.733
38,Yes,Female,-0.478,21.199
38,No,Male,0.472,9.87
38,No,Male,-0.618,13.037
38,No,Female,0.622,18.261
38,Yes,Female,0.532,14.916
38,No,Female,-0.408,4.799
38,No,Male,-0.628,4.872
114,Yes,Male,0.632,12.164
114,No,Female,0.322,16.902
114,Yes,Female,0.492,14.908
114,No,Male,-0.108,17.915
114,No,Male,1.372,22.713
114,No,Female,0.342,18.94
114,No,Male,0.942,14.811
114,No,Female,-0.078,21.734
114,No,Male,0.852,22.293
114,Yes,Female,0.942,16.439
114,No,Female,0.012,17.522
114,No,Male,0.722,22.384
114,Yes,Male,-1.048,1.443
114,No,Male,0.452,14.46
114,No,Male,0.942,24.545
114,Yes,Male,0.502,14.387
114,No,Female,-0.448,15.053
114,No,Male,1.012,21.034
114,No,Female,-0.418,4.695
114,No,Male,-0.078,11.691
114,No,Female,0.432,14.63
114,No,Male,0.062,15.045
114,No,Female,-0.488,16.854
114,Yes,Female,0.272,17.409
114,Yes,Female,-0.548,3.005
114,Yes,Male,-0.758,8.924
114,No,Female,0.652,23.336
114,No,Male,-0.708,23.822
114,No,Male,-0.658,6.207
114,No,Female,0.472,18.111
114,No,Female,-0.578,22.813
114,Yes,Male,0.842,8.622
114,No,Male,0.132,21.31
114,Yes,Female,-0.458,2.785
114,No,Male,-0.648,14.759
114,No,Male,-0.108,23.619
114,No,Male,-0.548,11.267
114,Yes,Male,1.332,16.139
114,No,Male,0.432,14.598
114,No,Female,1.262,23.723
114,Yes,Female,-0.678,8.565
114,Yes,Male,0.792,15.896
114,No,Female,0.892,9.03
114,No,Female,1.292,11.243
114,Yes,Female,-0.398,8.633
114,Yes,Male,-0.188,9.949
114,No,Male,-0.228,20.863
114,Yes,Male,-0.008,14.126
114,No,Male,0.602,13.942
114,Yes,Female,1.072,17.007
114,No,Male,-0.258,18.874
114,No,Male,-0.488,5.228
114,No,Female,-0.318,9.993
114,No,Male,-0.038,13.301
114,No,Male,0.042,16.428
114,No,Female,0.092,19.533
114,No,Male,-0.368,8.92
114,No,Female,-0.408,9.762
114,No,Male,-0.478,22.357
114,No,Female,-0.248,21.776
114,No,Female,-0.408,19.899
114,Yes,Female,0.812,12.565
114,No,Male,-0.338,22.688
114,Yes,Female,-0.808,19.128
143,No,Male,1.062,22.04
143,No,Female,-1.258,2.832
143,No,Male,-0.068,21.136
143,No,Female,-0.288,13.156
143,No,Female,0.452,17.508
143,No,Female,-0.748,5.122
143,No,Female,-0.478,7.147
143,No,Male,-0.078,3.448
143,No,Female,-1.048,17.736
143,No,Male,0.252,20.048
143,No,Female,-0.438,3.967
143,No,Female,-1.398,0.93
143,No,Male,-0.168,3.008
143,No,Female,-0.538,11.809
143,No,Female,1.022,12.267
143,No,Male,-0.688,21.082
143,No,Male,-1.358,8.043
143,No,Female,-1.068,8.152
143,No,Female,-0.858,6.504
143,No,Female,-1.948,-1.073
143,Yes,Male,-0.828,2.984
143,No,Male,-0.128,13.382
143,No,Male,-0.718,2.671
143,No,Male,1.512,18.61
143,No,Female,-1.358,5.528
143,No,Male,-1.978,12.486
143,No,Female,-0.928,1.471
143,No,Male,-0.248,-1.712
143,No,Female,-0.918,2.993
143,No,Male,0.452,23.205
143,No,Male,-1.598,23.053
143,No,Female,-1.358,3.583
143,No,Female,-0.128,6.506
143,No,Female,-1.148,24.993
143,No,Female,0.212,23.413
143,No,Male,0.172,8.141
143,No,Female,-1.038,4.858
143,No,Male,-1.488,1.912
143,No,Female,-1.838,2.957
143,No,Male,-1.338,16.732
143,No,Female,-0.678,0.008
143,No,Female,0.172,3.973
143,No,Female,-1.058,11.771
143,No,Male,-0.628,17.662
143,No,Male,-0.768,8.464
143,No,Female,-0.458,6.69
143,No,Male,-0.938,15.549
143,No,Female,-1.068,-1.045
143,No,Female,-0.898,1.125
143,No,Female,-2.008,5.891
143,No,Male,-0.448,12.864
85,No,Female,0.132,11.233
85,Yes,Female,1.262,1.076
85,No,Female,0.542,21.734
85,No,Female,-0.028,1.776
85,No,Female,0.182,7.838
85,No,Female,0.722,21.161
85,No,Female,0.762,23.363
85,No,Female,-0.008,21.023
85,No,Female,1.332,24.138
85,No,Female,0.062,19.719
85,No,Female,0.482,7.043
85,No,Female,0.732,22.022
85,No,Female,0.392,18.839
85,No,Female,0.442,17.999
85,No,Female,0.102,20.358
85,No,Female,-0.458,20.449
85,No,Female,0.362,5.425
85,No,Female,0.722,18.309
85,No,Female,0.132,8.156
85,No,Female,0.512,22.031
85,No,Female,0.902,14.129
85,No,Female,-0.138,7.762
85,No,Female,0.932,15.969
85,No,Female,1.432,18.614
85,No,Female,-0.078,6.928
85,No,Female,-0.058,21.935
85,No,Female,0.222,17.308
85,No,Female,-0.358,21.444
85,No,Female,0.752,19.62
85,No,Female,1.072,19.566
85,No,Female,1.262,20.677
85,No,Female,0.152,1.84
85,No,Female,0.952,11.178
85,No,Female,-0.048,3.078
85,No,Female,-1.408,19.906
85,No,Female,0.382,15.102
85,No,Female,0.852,10.226
85,No,Female,0.542,14.372
85,No,Female,0.532,11.252
85,No,Female,0.502,13.589
85,No,Female,0.502,14.073
85,No,Female,0.422,11.021
85,No,Female,-0.288,6.938
37,No,Male,1.292,18.032
37,Yes,Male,0.062,3.78
37,No,Male,0.072,0.583
37,No,Male,0.432,4.215
37,No,Male,0.612,10.16
37,No,Male,-0.458,23.152
37,No,Female,0.802,16.286
37,Yes,Male,-0.328,8.147
37,Yes,Female,-0.078,4.285
37,Yes,Female,-0.288,4.72
37,No,Female,1.292,12.963
37,No,Male,0.302,13.207
37,No,Female,1.512,8.845
37,No,Male,0.412,13.695
37,No,Female,0.112,10.921
37,Yes,Male,0.212,15.469
37,Yes,Male,0.542,15.554
37,Yes,Female,-1.048,9.283
37,No,Male,0.052,10.957
37,Yes,Female,-0.748,11.411
37,No,Female,0.592,16.918
37,Yes,Female,0.842,1.133
37,Yes,Female,0.072,12.889
37,Yes,Male,1.012,8.741
37,Yes,Female,-1.478,0.525
37,No,Female,0.752,4.054
37,Yes,Female,-1.138,10.712
37,No,Female,-0.178,16.977
37,Yes,Female,1.182,-1.254
37,Yes,Male,0.382,12.542
37,Yes,Male,-0.278,11.598
37,No,Male,0.712,6.196
37,Yes,Male,1.012,13.162
37,Yes,Female,-1.188,9.542
37,No,Male,0.372,12.647
37,No,Female,0.182,17.57
37,No,Male,0.122,-2.832
37,No,Female,1.452,17.517
37,Yes,Female,-0.138,4.522
37,Yes,Female,-0.098,17.241
37,No,Female,0.192,-0.128
37,No,Female,0.622,20.067
37,Yes,Male,0.372,17.701
37,Yes,Male,0.192,12.223
37,Yes,Male,0.232,8.998
73,No,Male,-0.018,23.14
73,Yes,Male,-0.678,-2.832
73,Yes,Female,-1.578,6.189
73,No,Female,0.502,15.271
73,No,Male,0.042,8.067
73,No,Male,0.212,13.131
73,No,Female,-0.358,5.206
73,Yes,Female,-1.498,-1.922
73,No,Female,-0.508,20.271
73,Yes,Male,-2.128,-0.568
73,No,Male,0.282,23.855
73,Yes,Male,0.202,19.359
73,No,Female,-0.188,8.052
73,No,Female,0.482,23.912
73,Yes,Male,-0.918,9.431
73,No,Male,-0.568,14.477
73,Yes,Female,-1.498,5.902
73,Yes,Male,0.832,17.321
73,Yes,Female,-1.048,-2.559
73,No,Male,0.462,19.716
73,No,Male,0.212,11.522
73,No,Male,1.062,21.964
73,Yes,Female,-1.068,10.911
73,Yes,Female,-1.128,1.242
73,Yes,Female,-0.808,8.494
73,Yes,Female,-1.208,3.115
73,Yes,Female,-0.338,0.066
73,Yes,Female,-1.218,4.418
73,No,Male,0.002,18.031
73,Yes,Male,-1.308,13.74
73,No,Male,-0.318,4.521
73,No,Female,-0.418,20.579
73,Yes,Female,-1.208,8.494
73,Yes,Male,-1.058,1.248
73,Yes,Female,0.942,1.316
73,No,Male,0.482,16.706
73,No,Female,1.262,21.512
73,Yes,Female,-0.508,3.441
73,Yes,Male,-1.158,22.894
73,Yes,Female,-0.538,-0.167
73,Yes,Female,-0.958,5.649
116,No,Male,-0.898,8.291
116,Yes,Male,0.432,22.805
116,Yes,Male,0.792,10.294
116,Yes,Female,-0.178,8.57
116,No,Male,1.182,9.137
116,No,Female,0.642,10.041
116,No,Male,0.592,24.133
116,Yes,Male,-0.528,16.83
116,No,Male,0.982,21.067
116,Yes,Female,0.392,10.882
116,No,Female,-0.318,9.545
116,No,Female,1.072,16.25
116,Yes,Male,-0.178,17.068
116,Yes,Male,0.052,11.128
116,Yes,Male,0.502,9.478
116,Yes,Male,-1.218,12.112
116,No,Female,1.132,17.645
116,Yes,Female,-0.848,9.79
116,Yes,Male,0.772,13.003
116,Yes,Female,-0.068,8.949
116,Yes,Female,-1.448,16.003
116,No,Male,0.232,23.371
116,Yes,Male,-0.768,16.158
116,Yes,Male,0.202,21.923
116,Yes,Female,0.162,20.116
116,No,Male,1.022,23.443
116,No,Female,0.952,17.732
116,Yes,Male,0.422,10.112
116,No,Female,0.812,20.322
116,No,Female,0.532,13.402
116,Yes,Male,-1.208,13.697
116,No,Female,0.342,12.424
116,Yes,Male,0.312,16.261
116,No,Female,0.102,20.583
116,No,Female,-0.578,22.365
116,No,Female,0.142,12.05
116,No,Male,-0.288,18.182
116,No,Male,0.902,20.305
116,Yes,Male,0.152,12.176
116,No,Female,-0.388,24.623
116,No,Male,0.452,11.715
116,No,Female,0.212,12.005
116,No,Female,0.682,15.513
116,No,Male,-0.118,21.2
116,No,Female,-0.728,23.053
116,No,Male,-0.548,22.284
116,No,Female,-0.108,19.685
116,No,Male,0.812,18.325
116,Yes,Male,-0.958,14.045
116,No,Male,0.612,22.735
116,No,Female,0.942,8.675
116,Yes,Female,-0.538,14.401
116,No,Male,0.662,18.628
116,No,Female,0.552,22.862
82,No,Female,0.042,0.785
82,No,Female,0.712,7.293
82,Yes,Female,0.112,2.543
82,No,Female,-0.008,16.815
82,No,Male,-0.068,13.392
82,No,Female,0.762,15.85
82,No,Female,0.162,10.853
82,No,Female,-0.138,5.29
82,No,Male,-0.348,4.723
82,No,Male,-0.048,5.816
82,No,Male,-0.408,4.765
82,No,Female,-0.468,15.77
82,No,Male,-0.358,22.835
82,No,Female,-0.208,2.875
82,No,Male,0.192,11.29
82,No,Female,0.382,3.631
82,No,Male,-0.288,6.215
82,No,Male,-0.918,18.368
82,Yes,Male,-0.278,14.728
82,No,Female,-0.238,23.736
82,No,Male,-0.118,14.77
82,No,Male,0.772,18.472
82,No,Male,0.392,19.277
82,No,Female,1.172,12.535
82,No,Male,0.552,5.924
82,No,Female,-0.628,8.141
82,No,Male,0.512,19.74
82,No,Male,0.972,22.056
82,No,Male,0.642,9.178
82,No,Male,0.792,21.434
82,Yes,Female,-0.118,13.282
82,No,Male,-0.678,7.557
82,No,Female,0.542,6.373
82,No,Female,0.992,13.388
82,No,Male,-0.298,19.845
82,No,Male,0.302,8.64
82,No,Male,0.572,6.098
82,No,Female,1.152,24.079
82,No,Female,-0.058,14.7
82,Yes,Male,-0.358,5.112
82,No,Male,-0.468,11.744
62,No,Female,-0.498,14.543
62,No,Female,-0.798,13.424
62,No,Male,-0.548,9.408
62,No,Male,-0.368,0.492
62,No,Female,-0.948,9.09
62,No,Female,-0.538,14.43
62,No,Male,-0.988,9.086
62,No,Female,-0.388,11.489
62,No,Female,-0.858,10.613
62,No,Male,-0.678,9.66
62,No,Female,-0.208,14.805
62,No,Female,1.082,23.664
62,No,Female,-0.808,10.786
62,No,Male,0.502,22.677
62,No,Male,-0.628,15.041
62,No,Female,0.552,15.241
62,No,Female,0.782,12.924
62,No,Female,-0.248,17.995
62,No,Male,0.592,1.918
62,No,Male,0.232,23.696
62,No,Male,-0.368,21.386
62,No,Female,-1.328,-0.052
62,No,Male,-0.198,11.376
62,No,Male,-0.968,7.944
62,No,Male,0.272,9.008
62,No,Male,0.102,3.693
62,No,Male,-0.708,15.008
62,No,Female,-1.048,8.199
62,No,Male,-0.778,0.023
62,No,Male,0.452,17.075
62,No,Male,-0.288,11.198
62,No,Female,-0.038,19.423
62,No,Female,-0.278,2.913
62,No,Male,-0.208,3.197
62,No,Male,1.132,7.264
62,No,Female,-0.158,16.354
62,No,Male,0.322,19.654
62,No,Male,-0.278,20.518
62,No,Male,0.752,10.313
62,No,Male,-0.208,2.558
62,No,Male,-0.538,19.956
62,No,Female,-1.128,19.138
62,No,Male,-0.828,5.924
62,No,Male,-0.688,3.036
62,No,Male,-0.438,13.352
62,No,Male,-0.288,19.056
62,No,Female,-0.358,-1.476
62,No,Male,1.032,15.802
62,No,Female,-0.498,5.253
62,No,Male,1.282,19.612
62,No,Male,-0.168,20.99
62,No,Female,-0.508,17.147
101,No,Male,0.002,23.339
101,Yes,Male,0.082,3.158
101,No,Female,0.502,13.568
