iid,gender,department,level,sentiment,intention,departure_date,how_long
c7385e12e41e38858adabcec9bc28178,F,IT,Low,8,7,2019-12-31,365
88724f485d7518277f4e2707be27557f,M,HR,Low,8,3,NA,731
42a08d8772e52a543573f1f67ee93e83,M,IT,Medium,8,2,2020-03-31,456
094a5a30f0cad1b9cc9f657727419136,M,Strategy & Operations,Low,4,5,2019-12-31,365
efb527dcc73f6c9d5e8354da56429261,F,Finance,Low,4,4,NA,731
f5e92ae54a36ad4a6e2c26ffefb75562,F,HR,Low,7,4,NA,731
4d000ccd40f7501dee52bf32935d5fe3,M,R&D,Low,6,6,NA,731
352e45748fd10eee336b7388f2512e4e,F,HR,Medium,8,3,NA,731
b944103ba579163c2f77b7c1abd93689,M,Finance,Low,9,2,NA,731
55f4dd01edbdf719719500b88bf7dfb2,F,Sales/Marketing,Low,10,4,NA,731
0c8d26f1072a6d22290b72f6b0585759,F,HR,Low,9,3,NA,731
c92734e781df5bb7654f3a23d27f4dd0,M,HR,Low,10,2,NA,731
cbd2ea6e3adb9426af55d309ef8350c4,F,HR,Low,8,1,NA,731
2c3092a9afdaa7f6eae49ac16b3f5536,M,Finance,High,10,3,2019-07-31,212
f69f37017cbaf039946997c98fb5735b,M,Finance,Medium,8,2,2020-09-30,639
478bb3afb137f68ffeb4e866466dd412,M,IT,Low,3,4,2020-04-30,486
3305fa187705b4f85535fe16de37ef35,F,Finance,Low,7,6,NA,731
a63c243759fd40737a40845b6445f081,F,Finance,Low,8,3,2020-03-31,456
2c6bdb5a0a95bcaaf1bccd43ecb3ce6d,M,Finance,High,8,3,NA,731
bb5178e0ec538a75ca83ea60cf2b9c9f,F,HR,High,8,2,NA,731
e985996c359355c98780380e24c88c8d,M,Finance,Low,4,4,NA,731
26559894fdfe5245c603ed3b7989115c,M,Finance,Low,9,2,NA,731
004252289b2201ded55788630b55d326,F,HR,Low,7,4,2020-11-30,700
73c9a1c1e3bd297e86e260271a83cbcc,M,Sales/Marketing,Medium,8,3,2020-03-31,456
413eda609a0edac7ee5fe5c3cd044e8c,F,Finance,Medium,10,4,NA,731
eed0f2edc592b5689081eb57670ef514,M,Finance,Low,9,2,2019-07-31,212
14ff9e57d7745cf3f620085e0dbd76e5,M,HR,Low,7,2,NA,731
9a192a6f7f5dac0b833d700336d0ba6e,F,Sales/Marketing,Medium,8,1,NA,731
6a5e31643cd09c8b536e0aeef51ccd86,M,IT,Low,8,3,NA,731
31dc30216a1912cbd87ddcdc1f8cde90,F,HR,Low,7,6,2019-05-31,151
7ce05e7f9f7c15048ed76c4c5848404b,M,Finance,Medium,7,4,NA,731
d70130af90eb90be89d9380b62d82f01,F,Finance,Low,5,4,2020-07-31,578
a95fc7177ec48d685d44478b2c873fd2,M,Sales/Marketing,Medium,8,2,NA,731
6b532d5b07537a3336a4f7ac077dc630,M,HR,High,9,3,NA,731
951c89ef49430963814027643c15f0af,F,Finance,Low,9,7,2020-05-31,517
65be7d7b57f5ed94e4d7c32b20ef9489,F,Finance,Low,7,6,NA,731
f843b0e460b825f88ac719b1c5e9eb5c,F,IT,Low,7,6,2020-06-30,547
ada9e872767060e4a4a20c4b13edd401,M,Finance,High,7,3,NA,731
bed242574f0267ffc316f6378db1b41b,M,HR,Low,9,3,2020-09-30,639
ee267f9b79d8e9454d960d0ddaae19bf,F,HR,Low,7,2,NA,731
2cb3a8d476ab7fe0fe81e8f325c137d1,M,HR,Low,9,5,NA,731
d3732d68dbfc39368d972be5a2aba210,M,Sales/Marketing,Low,9,3,NA,731
7d69b8e29cf89e805b241b289a1fc109,F,Finance,Medium,4,7,2019-10-31,304
1eea630475b5c632420e876d426ac2c2,M,Finance,Low,8,5,NA,731
e83b9ea19bb369352e361fd58bef1db8,F,IT,Low,10,8,NA,731
0c10e72f6404442fe14bcfca8e487019,M,Finance,Medium,8,8,2019-04-30,120
bc4775ff05f77ca2dc2d7d1dda9a8d3a,M,Sales/Marketing,Low,7,8,NA,731
af22dbbebf21a97f61a8846559fd2df7,F,HR,Low,9,6,2019-11-30,334
c64397bc31e71d1720e77fa3415b350c,M,HR,Low,8,2,NA,731
5c69f94fbeae01588086338f436a062c,F,IT,Low,10,2,NA,731
122173e8c5a719d0cf828853909d5519,M,HR,Low,10,3,2019-11-30,334
68a3a6e3a4feb34dd8bd09984d5592d4,M,Strategy & Operations,Low,8,3,2020-06-30,547
e191d9b4d33d012b147b363a0db7fc5f,M,Finance,Low,8,3,NA,731
9d5922b037e7008c5a357be8c9f42825,F,HR,Medium,7,5,NA,731
13093040b0f06307bab826a18309a25d,M,HR,Medium,6,6,NA,731
efaeab236f27283175fa593e137f3c1a,F,Sales/Marketing,Low,8,3,NA,731
22da854a1d895335c0d60ac83a6d8667,M,HR,Medium,8,5,NA,731
cba5294670f681d454126535f54b9231,F,IT,Low,8,3,NA,731
4f2492f2c48f6c822496bb18f2253b44,F,IT,Medium,10,4,NA,731
a070498af1ddc126da045cbc5af7fa77,M,R&D,High,8,3,NA,731
8982c6dcc4694f14e1eb91f0b7c85df6,F,Finance,Low,7,4,2020-10-31,670
531caa274dc632919d4f20a35585a7ac,M,Finance,High,8,2,NA,731
eb37eb398e43156df4ab7b24e73ffbeb,M,R&D,Low,2,9,2020-03-31,456
23857a1a968d8edbaa150d1e50b8c447,F,Strategy & Operations,Low,4,6,NA,731
fba5555dd443612ef031bf86aa38cea3,F,Finance,Low,7,6,NA,731
e251f3fde73f2adf0f381e6ec028bfcb,M,Finance,Low,7,4,NA,731
8391362666f60cd0ff43a0559d99057c,M,Finance,Medium,7,3,NA,731
ae33a31560dba2a45293ee6d8d4c4af0,M,Finance,Low,7,4,NA,731
634851f97c27e37c1c2d1080d453bc3c,F,HR,Low,10,1,NA,731
c0a7ceb434e94cff4c677f5b4ddcfac4,F,IT,Medium,9,3,NA,731
327c2bb0f9e48c21c27fd4b490d72fed,F,Sales/Marketing,Low,8,4,NA,731
23b96ff1462c978ebc9dd9839752036f,M,HR,High,7,4,NA,731
a0ece440ffce5fcf37126c72ec37ec9d,M,HR,Low,6,5,NA,731
f0912d348c7c111c2c9c20779a1aa4d7,M,R&D,Low,7,8,2020-07-31,578
9dd2ac09401bf5cf04da9be668166e7f,F,Finance,Low,10,3,NA,731
382567f60e10190adf2326d83b593453,M,HR,Low,7,3,2020-02-29,425
f29b33b44bb6377f14729a43cba98c5b,F,HR,Low,7,10,NA,731
b1ef322dafe8cfdf33b2b7d4bef0f2e1,M,HR,Low,5,6,NA,731
8b841a04442b2a64014eac94ec3d300d,M,HR,Low,7,8,2020-06-30,547
bb26abe4109513b6b11198dd5e455461,M,R&D,Medium,10,2,NA,731
f4df17059df04c1f8676006f58038fbb,M,Sales/Marketing,Medium,10,2,2019-11-30,334
1b5db0b8a8fe1ec82432f0a8faec1e10,M,IT,Medium,7,5,2019-04-30,120
2e86c78e79b394c93460fc49751515e9,M,HR,Low,7,4,NA,731
45beff68d2154f474046658325ab8923,M,Finance,Medium,9,7,NA,731
388c2089e71a54814525b91db698a2ef,F,HR,Medium,7,4,2019-06-30,181
ce96fe706cec8cccd18e7204a2d5dd75,F,Finance,Low,7,3,2020-01-31,396
11c387fcffce5ac72b391bf7c3db9aec,F,Finance,Low,7,10,2019-03-31,90
7eb87c9508773b4469818d2f28caadfc,F,HR,Low,10,3,NA,731
ba12ea7f11b2fa805728ef3e77c2385d,M,Sales/Marketing,High,10,4,NA,731
926b342998f1391f153dfab41a8afa57,F,Sales/Marketing,Low,9,3,NA,731
55e425d68146832904f36cbc670b9465,M,Finance,High,6,4,2020-02-29,425
ac5a4f4ae15065a9ef40305decb833d8,M,Sales/Marketing,Low,8,1,NA,731
19bb2eec4b5f048a55d3d977cbbf8e19,F,HR,Low,4,4,NA,731
149cc04fdffd7e68dc6662219dd64add,M,Sales/Marketing,Medium,7,3,NA,731
8c850e1bcbe45cc9a24afa0409392416,M,IT,High,6,7,2020-01-31,396
9593413423365eaed53a0f2cc9dd3669,M,R&D,Low,8,3,NA,731
571018fa3a8899a02346cce6689ed7cf,M,Sales/Marketing,Low,8,3,NA,731
f9b63d605691dd7f35da2bc841cfe37e,M,Finance,Medium,9,3,NA,731
9dcddb29d7cbf063dfc286941f6fca45,M,Finance,Medium,7,5,2020-03-31,456
34cee9a3d620bf677be977172c678956,M,Finance,Low,8,5,NA,731
1ea998114722b69cb97ce279be5eca99,M,Sales/Marketing,Low,10,2,NA,731
9f5c64e8cfe0770b022d79ba4beccf37,M,HR,High,9,3,NA,731
d83cffa14d223165cc8a2212f7dc426c,F,HR,High,8,2,NA,731
ba01dee1c1e167ee0d92750814d2d21b,M,IT,Low,6,7,2019-05-31,151
c5782219c70e5d2cfcac8d0e9374f96b,M,HR,Low,9,4,NA,731
3bde0ec67199785ffe2404381842612a,F,Finance,High,10,3,2019-12-31,365
7c6ca7f05f5efb9e0daabea2cf86dee9,M,HR,Medium,8,4,NA,731
9afeaa081905f6e0f077ab18a58d90f7,F,R&D,Low,8,6,2019-07-31,212
179b411650bccac4b48bd381d7212d9d,M,Finance,Medium,9,3,NA,731
ca39e825dada78d70381bc7ba8ec912b,M,HR,Low,7,3,NA,731
a1ddc8bfbcbafcc1655ec5532895b45c,F,IT,Medium,10,1,NA,731
ef7a60368f3585b2c4151ea52adb7267,M,Finance,Medium,8,1,NA,731
fd2f72f4909f1a795938059837089663,M,Finance,Medium,8,4,NA,731
fa91abba5c7eacece9bcda7d699920bf,F,Finance,High,7,5,NA,731
b39ee4ab7e8a237194cbaa5bddbc7715,M,Finance,Low,1,8,NA,731
f28a90f6b12411c68f5fb13c8d748da9,M,Sales/Marketing,Low,7,6,2020-01-31,396
7e16da0cc6a1c4c888b97a555e0757d1,M,R&D,Low,4,9,2019-07-31,212
93b218f10e6c1e82aa24c8798b74230a,M,Finance,Low,7,4,2020-02-29,425
2e6345d6add008adc8dc902f8a9d1327,F,Strategy & Operations,Low,10,2,NA,731
620317f31c48fb2f31729556b3ce3d9d,F,Finance,Medium,8,7,NA,731
b75391c3143f4b3cd030c918095c5eac,M,IT,Low,2,6,NA,731
80ee937c0ce0b7384a735662a336b164,F,HR,Medium,8,7,2019-07-31,212
8bc7e82a1b3f34f18e1564cddc4afc72,M,R&D,Low,9,4,NA,731
668dda579e36439e4b83c58504aacf61,F,IT,Medium,8,7,NA,731
152e254130b06e8f59dc4e1c42c0609a,M,HR,Low,10,3,NA,731
6cd727e5549fca4e9924e464707b5160,M,Finance,Low,7,5,NA,731
0d3fc92dc6b67548a2ccc986bef97d1c,M,HR,Low,8,2,2020-08-31,609
f3366ce0c42bac51c84bad26dfa43120,M,HR,Low,10,3,NA,731
f6160db779762977eeab4b0df474acdc,M,HR,Low,7,4,NA,731
55cc82ae92efcb2a3272714725861c51,M,HR,Low,7,4,NA,731
f8c20463ecb188b9ed7a5c03aa83121a,M,HR,Low,9,3,NA,731
c9c092f2650662a5f0c262885e227678,F,HR,High,9,5,NA,731
5f784ba48c3070743b29a51ca630add9,M,Finance,Low,10,3,NA,731
7e1a7fb2fa6f1e8b5197892487a6a664,M,Sales/Marketing,Low,4,8,2019-09-30,273
9ba24bbec247bc09f78561bd60744287,M,HR,Low,7,4,NA,731
4b43841c3c4177b6e4b2ac3189a92fbd,M,Finance,High,8,3,NA,731
6ff3e0cfb9dd5e314c930c392bdebc74,M,HR,Low,8,2,NA,731
5eab44e816fe04a6d979fd4ee4441692,F,Finance,High,7,7,2019-09-30,273
116607726a495c6882017b08fed4d0b4,M,HR,Medium,7,4,NA,731
4d9f74f7de0eb45b1033dee42bbcb484,M,Sales/Marketing,Low,10,3,NA,731
84470d84e03e43d36eefa8b1a9a02906,F,Sales/Marketing,Low,10,2,NA,731
0cd444c33cbc119836f2ef87b37f0605,F,HR,Low,10,3,NA,731
c9c6e7b13bb54a2499a360dcf3e7cce3,M,Finance,High,7,7,2020-05-31,517
3794ee7a3aaf2b3dd6c0198fe6103950,M,Strategy & Operations,Low,8,8,2019-09-30,273
23c18c76389b8d73629040d470449ba6,M,HR,Low,7,5,2020-12-31,731
471e0b2735bb07ba0e220546467000ea,M,HR,Low,7,5,NA,731
65cf4d4506683f68f0757aa1e80217ce,M,Finance,Low,10,4,2019-05-31,151
b678f7f0f74c8ac8e3748d5b9c739deb,M,IT,Low,6,6,NA,731
5984e06421219807db27f7096bb57cca,M,IT,Medium,7,4,NA,731
bbf0e89ccc4b263df1e6daebda0c0af7,M,Finance,Medium,9,3,NA,731
da4fa8c4ae5ecfa898e7452de2b347f2,M,IT,Low,9,1,NA,731
751f75f3fd76ad5d13d8b436b7c40ea9,M,Finance,Low,8,8,NA,731
20f027bbb53310c4ac99ccff676358f4,M,Sales/Marketing,Low,8,1,NA,731
4dc2d0dcc94126217932bf6e3e3df9a6,M,HR,Low,7,7,2019-12-31,365
cfef6e5fd7b4bae6eb79fb09aa301ad2,F,IT,Medium,7,2,NA,731
b65c097f4e9afcf0caf400054d2ba8d1,M,Strategy & Operations,Medium,7,4,NA,731
7a7dc90bf866b8e5228235353b61ef9d,F,Finance,Low,7,4,2020-04-30,486
302593db09362f2591035595005c08fc,M,Sales/Marketing,Low,10,4,NA,731
e89c945c4c7732620a6b9b427c4f6f43,F,Sales/Marketing,High,8,2,NA,731
e247910465bbc969f663c2e0859ed7b6,F,HR,Medium,8,5,NA,731
5dfd8a39360bbdb83009da5a37a3b558,M,Sales/Marketing,Low,8,9,2019-05-31,151
23742ff1441d19f6dc038222f76546ce,F,IT,Low,2,7,2020-05-31,517
50c1dd5bf61bed060785ed41504e30f8,F,R&D,Low,9,3,NA,731
3e89eea5e14a20701c894133a41840ba,M,Finance,Low,7,4,2020-05-31,517
57a6370cdf43d10756132db0e76d0254,F,HR,Low,9,3,NA,731
76b3a9d12d7d530f5e0d0b75cc1b60f2,M,HR,Low,7,7,NA,731
e9f6bce092bff970a4be4badff823bfd,M,Sales/Marketing,Low,9,4,NA,731
0bfcc9f41208574c14c84c9b4fbea97b,M,Sales/Marketing,Low,8,2,NA,731
bab8febef0d47bb3391fca8e88e0930f,F,Sales/Marketing,Medium,10,5,NA,731
f2cb71ee457fb0695beb3f2dc2b7f00c,M,HR,Medium,8,3,2020-03-31,456
ae4f4469a6790f27acb2863fd200ea02,M,R&D,Low,8,3,2020-03-31,456
4191236fbc93b3211bc44a145379833e,M,Finance,Medium,8,2,NA,731
b5277d5339b8d73578f563c985ff81ab,M,Finance,High,10,3,2020-03-31,456
88c08ecc2f587b3b6c17a7416fd59351,M,Finance,High,10,5,2019-05-31,151
047992069dd48b0d0ee77ebde4ac7ac9,M,IT,Low,10,3,NA,731
a199755d0714c945faab701fece78b55,M,Finance,High,8,4,NA,731
22300e74f653f8b32c785405e6597055,F,Finance,Low,8,4,2019-05-31,151
105d62311b9949a9eaf8e748ab57d0c5,F,HR,Low,7,3,2019-12-31,365
287c8fdbcc54ec6965e803df79140f6a,M,HR,Low,7,3,2020-07-31,578
5c468ced78496db0f4df6f45770bc047,M,Finance,Medium,8,2,NA,731
d1de5937bca00abb5172fa1556d37d2e,M,IT,Low,7,5,NA,731
cb3f6c97918887926c5a0bd519dd26ec,F,HR,Low,8,4,NA,731
2385334b76bb84a0f8c736c70fc97b34,M,IT,Low,8,4,2020-03-31,456
cbf1cb1293b1f52d8e13c7a3ed5838f6,F,HR,High,7,7,NA,731
337d0b0ae3f61e3fe80e9667d95fea3d,F,HR,Low,9,2,NA,731
bea45e3faa8b54d7a8bb28825ed000f4,M,R&D,Medium,10,2,2020-09-30,639
f7baf0baefd00d08728349549e95dea7,M,HR,Low,8,4,NA,731
b187073a45f33d6a46fb027329213651,M,HR,Low,7,5,NA,731
0abdf9f53a30edf3d98611b47fa531ff,M,Sales/Marketing,Medium,8,3,NA,731
79d40ebe73ae61d4c76bb76d73d6ef60,M,HR,Low,8,2,NA,731
85fd6907086fe9eabe2e4ffbdb0292ed,F,HR,Low,6,8,2019-09-30,273
0d79731e7b13cb6a0727744a639fdf86,M,HR,Low,7,2,NA,731
0007f4dc7db37cd929f5eeeead3bd4bc,F,HR,Medium,9,3,NA,731
240e1ea0ae7e629d19587eb8627e7cdb,M,HR,High,10,1,NA,731
23bc0a4879fbe8374ff617fbc4c80c13,F,Finance,Low,8,6,NA,731
882dfef2913bab35ab957b19ad9f5d58,M,Strategy & Operations,High,7,4,NA,731
d2372b8d4353c86f76a236c632a1cf57,F,Finance,Medium,6,4,2020-07-31,578
7b170ef46f3be8407cb32114d2211e0b,F,R&D,Medium,9,5,2020-01-31,396
6179759bde83543489b5da8f87747d88,M,Finance,Medium,8,5,2019-12-31,365
be8a2f47c65e7c4cb22e4c7d65b5d8a7,F,Finance,Low,6,6,NA,731
1a9389fc627c9418008acc1c1fde96c5,F,Finance,Medium,1,2,2020-05-31,517
66fb1749c1921e1551c4fcd8d825de92,M,HR,Low,5,4,NA,731
3202d8064177aee56dab31d8622381b6,M,Finance,Low,8,4,NA,731
0709a039cfaa7d763b5194c6b626bde6,M,HR,Low,8,5,2019-07-31,212
f05f240475e9db71f8627aa7cc406659,M,HR,Low,9,6,NA,731
dfbdb57eb83cfd9ed302fd777e02eeeb,M,HR,Medium,8,1,NA,731
de9d7591c6054eafd33f2b8917a6c80b,M,Finance,Low,8,2,NA,731
8f7fbfff014b50fc12d8f39b7626d9ce,M,HR,Low,8,3,NA,731
6eea91bef166b3a11d8c5ae22b38ae4e,F,Strategy & Operations,Low,8,3,NA,731
1ab467cff0524263415ddb4ba42e3613,M,Finance,Low,7,3,NA,731
f73772991f3a6c1c086cfa5c39ebd3e9,F,IT,Low,4,5,2020-06-30,547
9687c69204a83aa2863a0d1b6187eeba,M,HR,Low,10,4,NA,731
1769fcf7cfe4a4bf235b5114661dccb4,F,HR,Medium,7,4,2020-11-30,700
734cfafcbde7e517c29efabbaaf6aa3d,F,Strategy & Operations,Low,8,2,NA,731
a9ccc42bcc8d24c316dd2c3ab01edb9a,M,HR,Low,10,4,NA,731
96188a836700c307325f4a1b2183da2c,M,Finance,Low,6,7,NA,731
12e5bec347a2f0bf1b84ede0191afd9f,F,Finance,Low,10,4,2020-04-30,486
c64293434b5500d436424fa22099fde9,M,HR,Low,7,6,NA,731
9de86835661025445e1326b26cfb2a80,M,Finance,Low,7,5,NA,731
9a592da368e9be54ef453857dd443019,M,Finance,Medium,7,2,2019-12-31,365
8faa0bf41b2146485c8cb1acc04854a4,F,IT,Low,10,2,NA,731
7eb7f71c77e5e82d7e33ab38fa4a2e6f,F,Finance,Low,7,4,2019-09-30,273
4b187b60179889dbcec28e8f448784ab,M,Finance,High,9,3,NA,731
b93bc9f1007618f251315209ab204b05,F,HR,Low,8,4,NA,731
f6c101140beee7fe8f1e24b60ada21ba,M,HR,Medium,10,1,NA,731
45ed611d4f3333b9c5ec87465f6cef48,M,Finance,Low,9,5,NA,731
80e42dd65af0f4b19065a7ca7b5608b0,F,HR,Low,10,2,2020-01-31,396
6c8893b9f12ff96f4b54440e5ac022f7,F,HR,Medium,9,5,NA,731
a9f408ce99ea974ac12fe51c230e32b5,M,HR,Low,7,4,2020-12-31,731
55063caa2a2a61c73bcb0d66d89b3fbc,F,Finance,Medium,7,7,NA,731
6f2c4fb6b83710b81f1436dbe447ea5a,M,HR,Low,8,4,NA,731
e9ee04d50993500f3cac07d00ef6140a,M,HR,Low,10,4,NA,731
f2aa2c1f8ac6f3d1fb5ec7c0ec9cf33a,F,Finance,Low,8,3,NA,731
6508947960f737463001be977a5c0268,M,IT,Low,9,3,2020-07-31,578
3157acf29f1df340823e04fb80ae7bdd,M,Finance,Low,6,4,NA,731
303e6a966503ae7dfb916445e1570877,M,Finance,Low,7,1,NA,731
1787e8bab6b762c73f1d43405687a363,F,Finance,Medium,9,7,2019-03-31,90
4f7fd34ab012eb0822865f7d563b8d42,M,Finance,Medium,8,4,NA,731
55415e4dacc372350dd7655d8aa7955f,M,IT,Low,7,1,NA,731
1cc60a417da82e5df1abf6cc40b58cd5,F,HR,High,8,2,NA,731
b64b3c70c7d114d9ddac9f05632f5f46,F,Finance,Medium,8,7,NA,731
4bd0cb2bce06094f39d5b2b61122b741,M,HR,High,10,5,NA,731
bd003bfeff11a62219e85896ed726b32,M,Strategy & Operations,Low,6,6,NA,731
19b198d75e1bd78fb750a6b907deecdf,M,Sales/Marketing,Low,9,5,NA,731
fe1a39929539b58fa028aa839c847a4e,M,HR,Medium,10,1,NA,731
af0a1ad0f8d70279a7a875dbdd376d40,M,Finance,Low,7,2,NA,731
8cfa7d947885b8c124ddf0d2246b2c7b,F,Finance,Medium,8,2,NA,731
d99edd94a7e1383b405ae394ce4bcd71,M,Finance,Low,7,2,NA,731
f9bebee0f108c01545dc207ef5773e76,M,Strategy & Operations,Low,7,6,NA,731
dd7242dd80312d07c1c06e8b42131aba,F,HR,Low,10,2,NA,731
636dcd8b9449a87918f8764c2c5fc664,M,HR,Medium,9,3,2020-05-31,517
33a82b38c71551ce4372505793352ec1,M,Finance,Medium,8,3,NA,731
8ba072ec851fdc2e4fd12b1069f14483,M,HR,Low,6,7,2020-08-31,609
6358b954193e20107912a72524c5258a,M,HR,Low,7,2,NA,731
54d20a2a0a581c1dc034fe1df0625b70,M,IT,Medium,8,1,2020-05-31,517
e768a8acb7838036492c03908139c160,F,HR,Low,4,4,NA,731
cd589f3a26f5dfd64a2ad1e9a6987189,M,Sales/Marketing,High,10,4,2019-05-31,151
ef7ed703ef2359d575f5da89a3f6e8cb,M,HR,Low,7,4,NA,731
0e5c61a1d77fea5fca683308a67d04dd,F,HR,Low,7,4,2020-06-30,547
a066a171f28940b3d2dd8710985c339e,F,Finance,Low,8,3,NA,731
194851f01019e5ebf7bfd7afbcb72d40,M,HR,Low,8,3,NA,731
6a406da0527ea36d210ceba5ee87bcb8,F,Finance,Low,8,2,2019-06-30,181
86ce77fe6d41fb4cf07556be3197dae2,M,HR,Medium,7,9,2020-11-30,700
6139e3bf79bc580ce33242d67d3e1b43,M,Finance,High,8,4,2020-05-31,517
3296469a18647fbd365422febcab415e,M,Finance,High,9,3,2019-08-31,243
a9e5b4392c19950d5651d44a735797c6,F,Finance,Low,10,2,NA,731
f526168f08c0fa4c06d98f5dfe3dc771,M,Finance,Low,8,2,NA,731
6c8425a2d6e3f6f54fe771d1670badea,M,Finance,Low,7,4,2020-04-30,486
5702d97009e6e71d846a8f84c6281e47,F,Finance,Low,7,3,NA,731
b2d69445abec0f3d37078e684686abb0,M,Sales/Marketing,Low,10,5,NA,731
a1d87baf67b90f4c4ea2fa3c0cae5a90,M,IT,Low,8,4,NA,731
9a8742bfc84cdd20c3e1fa436ad1e49e,M,Finance,Low,8,7,NA,731
854b345483489258c527932667387888,M,IT,Low,10,5,2020-01-31,396
f76855d7d40b27faba93e548eb5defb3,M,Finance,Medium,4,4,2020-02-29,425
03971e1e7ab906aecafa1441663bf818,M,IT,Low,8,9,2019-07-31,212
0387f73bbebcde2c58a699f555a84267,F,HR,Low,4,7,2020-03-31,456
79d3cbea86a40ae2819d54617d8b6cab,M,HR,Low,8,4,NA,731
deb2a3adf1ae84afde72360ff335eedc,M,IT,Low,8,2,NA,731
07a884c2f859b8b0c5ac5aeafb7866f6,F,Finance,Low,7,4,NA,731
b750d00bd72190c7c5285c0a3c113864,M,Finance,Medium,6,8,2020-12-31,731
f3ebc3c3be5cef6dd868d0d451092ac8,M,Sales/Marketing,Low,7,3,NA,731
47b4b9d5eb434490ba6d63d15d88c94d,F,HR,Medium,3,2,2020-01-31,396
d3f3123fcfee543b815dd23aa32bfd37,M,Finance,Medium,9,4,NA,731
96440f1ff6f7fc6838f7eeaff8ec5d1e,M,Finance,Low,7,4,2020-03-31,456
21a00c4cff2ea490c604efc694639dee,F,IT,Low,10,3,2019-07-31,212
1659aa6af7f9620efec6575be8dc7115,M,Finance,High,8,4,NA,731
db044412494d08f492e0104895f4e5d2,M,HR,High,7,9,2020-03-31,456
ba57144c8d76edfcc89d31297525ca2f,F,HR,High,8,3,NA,731
2d0b8ceaccaa2a7a9c189425643c514f,M,HR,Low,8,3,NA,731
e773eb79015174c0f8269ff2bd121656,F,HR,Medium,9,3,NA,731
898dfb2a0fca1a7d2fe0bd82aab30ab2,M,HR,Low,7,3,NA,731
2b41e35e729e8e3433d6c9e97612c328,M,Finance,High,7,5,2020-08-31,609
2e2dd6d176a572f667c86bd754b5c530,M,IT,Low,8,4,NA,731
2d20a9eee677476e20ac7edd248719f6,F,Finance,Low,7,7,2019-09-30,273
6d5a690da64551b360e0b85b37995c88,F,HR,Low,8,9,NA,731
5c7da7e73e2739eed41d70c717cd1abd,M,Finance,Medium,7,4,NA,731
aab68d33cdedaae4732363d53812ae0d,M,Finance,Low,7,5,2020-01-31,396
2f6e77b0ff8dd51f48eaf5449696b572,M,HR,Low,7,2,NA,731
c5c13cbaa8277012a3665961cfa26aea,M,IT,Low,8,5,NA,731
033cb50f647ea1920772cb359ba4c49d,M,Sales/Marketing,Low,8,5,NA,731
af9cccfbabb0cf6d65e56b91202b258f,M,Finance,Medium,8,4,NA,731
2ff49d79cddc0cbf6e386dbf2c0e1e00,M,Finance,Low,10,3,2020-05-31,517
1cc632f10bd6f5e9ce98bbe659ad0d85,M,Sales/Marketing,Low,9,3,NA,731
cf9e0060ab06b804445854ebe6be8715,F,Finance,High,9,3,NA,731
4e52c9a60bb6863397c822192cf36b78,M,Sales/Marketing,Medium,7,6,NA,731
968e01e0740f748dd970bd16794c144a,F,IT,Low,4,5,2020-03-31,456
4a775b2712675ba1e8479eaffb1d78ae,F,HR,Low,8,3,NA,731
82225b9967ff8921c7995bb74c049e5f,F,Strategy & Operations,Low,10,3,NA,731
cf6de2bd9b8584a9d564979906a85f4f,F,Finance,Low,8,6,NA,731
8d9e7e5836933bdfb23e84b4199a00c5,M,Finance,Low,9,2,NA,731
cc339f31f0c074725f8e01a1906bac06,M,HR,High,9,1,NA,731
a13b999315a8bdd97769d3456b9bce2f,M,HR,Low,8,3,NA,731
d7111a470a63f2b3ae5146d4c6da3950,M,IT,High,10,2,NA,731
8ecf29ab39ec3d115b375c41a69de223,M,Finance,Medium,8,5,2020-11-30,700
920051bca735b497292019c5a26c3f15,M,Finance,Low,10,3,NA,731
93bc2131eaef95b33beceb0c9d5db897,M,HR,Low,7,6,NA,731
a7bd103fa48b7001381c11a46e375256,M,Finance,Medium,9,2,2019-07-31,212
d57e22044d2268824441bf04367d757b,F,IT,Low,10,3,NA,731
9f1013ea86191a54b94e2f181cd76cda,F,IT,Low,8,2,NA,731
4b01c7a734c5eab338516f38c4ac2947,M,IT,Low,2,9,2019-07-31,212
e4cd98e549545ac8b1612a548bf39365,M,HR,Low,10,1,2020-09-30,639
83866e91b54ebf1e4d4d0d3c77538797,F,Finance,Medium,8,3,2020-04-30,486
76c9fa826814f81eb81c736844a0a9ee,M,HR,Low,8,6,NA,731
37126a5f13f131b105727f87c97f6090,F,HR,Medium,8,6,2019-05-31,151
976bf66c1345c5f526636f70af41cccf,M,Finance,Medium,8,2,2020-04-30,486
699cd30b7bf011b19577c84077dce2a0,F,HR,Low,8,3,2020-09-30,639
d913e7199014a363b9b19feee84bc12a,F,Finance,Low,10,6,2020-05-31,517
7c8277d55ad0ba8b0db6bba830c88a82,M,R&D,Medium,7,2,2020-04-30,486
935261dce1d5204a8a2ad6acd09bea1a,M,HR,High,10,1,NA,731
2ccf363d15c86c8a647d6ca020285970,F,Sales/Marketing,Low,7,2,NA,731
3bc9e04a2a3f03f6929cb9edd00367b3,M,IT,Low,8,2,2019-12-31,365
32db594dccf155e8d0da717dc2a65ef5,M,HR,High,9,3,NA,731
01247579657331397759e7494e0f1f6b,M,Finance,Medium,7,7,NA,731
2124ef2ef9126588a53c912ad169ff49,F,HR,Medium,7,6,NA,731
